Categoría,Período,Valor,Fuente,Codigo,DescripcionCompleta
3,4º Trim 2019,49561,C7,,
4,4º Trim 2019,9495,C7,,
5,4º Trim 2019,81545,C7,,
6,4º Trim 2019,10886,C7,,
7,4º Trim 2019,63663,C7,,
8,4º Trim 2019,2804,C7,,
9,4º Trim 2019,93,C7,,
10,4º Trim 2019,1004,C7,,
11,4º Trim 2019,3934,C7,,
12,4º Trim 2019,2605,C7,,
13,4º Trim 2019,11270,C7,,
14,4º Trim 2019,71,C7,,
15,4º Trim 2019,546,C7,,
16,4º Trim 2019,22356,C7,,
17,4º Trim 2019,44434,C7,,
20,4º Trim 2019,377,C7,,
21,4º Trim 2019,1046,C7,,
22,4º Trim 2019,4658,C7,,
23,4º Trim 2019,874,C7,,
24,4º Trim 2019,1177,C7,,
25,4º Trim 2019,802,C7,,
26,4º Trim 2019,4316,C7,,
27,4º Trim 2019,78615,C7,,
28,4º Trim 2019,10705,C7,,
29,4º Trim 2019,29539,C7,,
30,4º Trim 2019,21670,C7,,
31,4º Trim 2019,31541,C7,,
32,4º Trim 2019,14591,C7,,
33,4º Trim 2019,448,C7,,
34,4º Trim 2019,6901,C7,,
35,4º Trim 2019,47807,C7,,
36,4º Trim 2019,14759,C7,,
37,4º Trim 2019,13982,C7,,
38,4º Trim 2019,9432,C7,,
39,4º Trim 2019,38133,C7,,
40,4º Trim 2019,3828,C7,,
41,4º Trim 2019,21463,C7,,
42,4º Trim 2019,9077,C7,,
43,4º Trim 2019,24362,C7,,
44,4º Trim 2019,4761,C7,,
45,4º Trim 2019,16537,C7,,
46,4º Trim 2019,5985,C7,,
47,4º Trim 2019,8307,C7,,
48,4º Trim 2019,326,C7,,
49,4º Trim 2019,722,C7,,
50,4º Trim 2019,14980,C7,,
51,4º Trim 2019,7852,C7,,
52,4º Trim 2019,34897,C7,,
53,4º Trim 2019,34,C7,,
54,4º Trim 2019,8086,C7,,
55,4º Trim 2019,1970,C7,,
56,4º Trim 2019,16082,C7,,
57,4º Trim 2019,12345,C7,,
58,4º Trim 2019,2774,C7,,
59,4º Trim 2019,3627,C7,,
60,4º Trim 2019,1183,C7,,
61,4º Trim 2019,5564,C7,,
62,4º Trim 2019,9328,C7,,
63,4º Trim 2019,10310,C7,,
64,4º Trim 2019,12343,C7,,
65,4º Trim 2019,4273,C7,,
66,4º Trim 2019,9857,C7,,
67,4º Trim 2019,248,C7,,
68,4º Trim 2019,510,C7,,
69,4º Trim 2019,14308,C7,,
70,4º Trim 2019,3910,C7,,
71,4º Trim 2019,135,C7,,
73,4º Trim 2019,3707,C7,,
75,4º Trim 2019,8510,C7,,
76,4º Trim 2019,803,C7,,
77,4º Trim 2019,4136,C7,,
78,4º Trim 2019,9546,C7,,
79,4º Trim 2019,6721,C7,,
80,4º Trim 2019,38744,C7,,
81,4º Trim 2019,17514,C7,,
82,4º Trim 2019,15505,C7,,
83,4º Trim 2019,422,C7,,
84,4º Trim 2019,6166,C7,,
85,4º Trim 2019,5599,C7,,
86,4º Trim 2019,48709,C7,,
87,4º Trim 2019,6991,C7,,
88,4º Trim 2019,3229,C7,,
89,4º Trim 2019,619,C7,,
90,4º Trim 2019,6498,C7,,
91,4º Trim 2019,6978,C7,,
92,4º Trim 2019,13832,C7,,
93,4º Trim 2019,2297,C7,,
94,4º Trim 2019,3140,C7,,
95,4º Trim 2019,24374,C7,,
96,4º Trim 2019,3925,C7,,
97,4º Trim 2019,3406,C7,,
98,4º Trim 2019,3769,C7,,
99,4º Trim 2019,26556,C7,,
0,2º Trim 2020,67227,C7,,
1,2º Trim 2020,17763,C7,,
2,2º Trim 2020,43078,C7,,
3,2º Trim 2020,43639,C7,,
4,2º Trim 2020,8798,C7,,
5,2º Trim 2020,80586,C7,,
6,2º Trim 2020,11121,C7,,
7,2º Trim 2020,65508,C7,,
8,2º Trim 2020,2178,C7,,
9,2º Trim 2020,89,C7,,
10,2º Trim 2020,973,C7,,
11,2º Trim 2020,3728,C7,,
12,2º Trim 2020,2551,C7,,
13,2º Trim 2020,11490,C7,,
14,2º Trim 2020,59,C7,,
15,2º Trim 2020,266,C7,,
16,2º Trim 2020,22355,C7,,
17,2º Trim 2020,41685,C7,,
20,2º Trim 2020,367,C7,,
21,2º Trim 2020,1076,C7,,
22,2º Trim 2020,4423,C7,,
23,2º Trim 2020,865,C7,,
24,2º Trim 2020,1179,C7,,
25,2º Trim 2020,855,C7,,
26,2º Trim 2020,4359,C7,,
27,2º Trim 2020,79377,C7,,
28,2º Trim 2020,10320,C7,,
29,2º Trim 2020,29985,C7,,
30,2º Trim 2020,23598,C7,,
31,2º Trim 2020,30897,C7,,
32,2º Trim 2020,14850,C7,,
33,2º Trim 2020,483,C7,,
34,2º Trim 2020,7178,C7,,
35,2º Trim 2020,45625,C7,,
36,2º Trim 2020,14798,C7,,
37,2º Trim 2020,14396,C7,,
38,2º Trim 2020,9392,C7,,
39,2º Trim 2020,39787,C7,,
40,2º Trim 2020,3968,C7,,
41,2º Trim 2020,21262,C7,,
42,2º Trim 2020,8878,C7,,
43,2º Trim 2020,24008,C7,,
44,2º Trim 2020,4921,C7,,
45,2º Trim 2020,16697,C7,,
46,2º Trim 2020,5928,C7,,
47,2º Trim 2020,8394,C7,,
48,2º Trim 2020,327,C7,,
49,2º Trim 2020,713,C7,,
50,2º Trim 2020,14854,C7,,
51,2º Trim 2020,7641,C7,,
52,2º Trim 2020,33038,C7,,
53,2º Trim 2020,33,C7,,
54,2º Trim 2020,7879,C7,,
55,2º Trim 2020,1839,C7,,
56,2º Trim 2020,15431,C7,,
57,2º Trim 2020,12386,C7,,
58,2º Trim 2020,2659,C7,,
59,2º Trim 2020,3466,C7,,
60,2º Trim 2020,1207,C7,,
61,2º Trim 2020,5453,C7,,
62,2º Trim 2020,9410,C7,,
63,2º Trim 2020,10326,C7,,
64,2º Trim 2020,12343,C7,,
65,2º Trim 2020,4097,C7,,
66,2º Trim 2020,9439,C7,,
67,2º Trim 2020,226,C7,,
68,2º Trim 2020,477,C7,,
69,2º Trim 2020,13869,C7,,
70,2º Trim 2020,3737,C7,,
71,2º Trim 2020,144,C7,,
73,2º Trim 2020,3712,C7,,
75,2º Trim 2020,8707,C7,,
76,2º Trim 2020,820,C7,,
77,2º Trim 2020,4208,C7,,
78,2º Trim 2020,8953,C7,,
79,2º Trim 2020,6777,C7,,
80,2º Trim 2020,38828,C7,,
81,2º Trim 2020,17989,C7,,
82,2º Trim 2020,15037,C7,,
83,2º Trim 2020,420,C7,,
84,2º Trim 2020,6068,C7,,
85,2º Trim 2020,5552,C7,,
86,2º Trim 2020,48758,C7,,
87,2º Trim 2020,6944,C7,,
88,2º Trim 2020,3109,C7,,
89,2º Trim 2020,617,C7,,
90,2º Trim 2020,6273,C7,,
91,2º Trim 2020,6619,C7,,
92,2º Trim 2020,12239,C7,,
93,2º Trim 2020,2188,C7,,
94,2º Trim 2020,3051,C7,,
95,2º Trim 2020,23700,C7,,
96,2º Trim 2020,3857,C7,,
97,2º Trim 2020,3368,C7,,
98,2º Trim 2020,3687,C7,,
99,2º Trim 2020,24296,C7,,
0,4º Trim 2020,66081,C7,,
1,4º Trim 2020,17086,C7,,
2,4º Trim 2020,42056,C7,,
3,4º Trim 2020,44474,C7,,
4,4º Trim 2020,9084,C7,,
5,4º Trim 2020,81641,C7,,
6,4º Trim 2020,11367,C7,,
7,4º Trim 2020,58091,C7,,
8,4º Trim 2020,2990,C7,,
9,4º Trim 2020,80,C7,,
10,4º Trim 2020,960,C7,,
11,4º Trim 2020,3676,C7,,
12,4º Trim 2020,2506,C7,,
13,4º Trim 2020,11460,C7,,
14,4º Trim 2020,69,C7,,
15,4º Trim 2020,297,C7,,
16,4º Trim 2020,21001,C7,,
17,4º Trim 2020,38511,C7,,
20,4º Trim 2020,365,C7,,
21,4º Trim 2020,1160,C7,,
22,4º Trim 2020,4465,C7,,
23,4º Trim 2020,884,C7,,
24,4º Trim 2020,1182,C7,,
25,4º Trim 2020,864,C7,,
26,4º Trim 2020,4404,C7,,
27,4º Trim 2020,82224,C7,,
28,4º Trim 2020,12147,C7,,
29,4º Trim 2020,28778,C7,,
30,4º Trim 2020,21464,C7,,
31,4º Trim 2020,32027,C7,,
32,4º Trim 2020,14916,C7,,
33,4º Trim 2020,497,C7,,
34,4º Trim 2020,7552,C7,,
35,4º Trim 2020,45484,C7,,
36,4º Trim 2020,15103,C7,,
37,4º Trim 2020,14963,C7,,
38,4º Trim 2020,9401,C7,,
39,4º Trim 2020,38534,C7,,
40,4º Trim 2020,4022,C7,,
41,4º Trim 2020,20496,C7,,
42,4º Trim 2020,9227,C7,,
43,4º Trim 2020,24537,C7,,
44,4º Trim 2020,4597,C7,,
45,4º Trim 2020,17118,C7,,
46,4º Trim 2020,6004,C7,,
47,4º Trim 2020,8767,C7,,
48,4º Trim 2020,321,C7,,
49,4º Trim 2020,743,C7,,
50,4º Trim 2020,15105,C7,,
51,4º Trim 2020,7393,C7,,
52,4º Trim 2020,31878,C7,,
53,4º Trim 2020,29,C7,,
54,4º Trim 2020,7886,C7,,
55,4º Trim 2020,1795,C7,,
56,4º Trim 2020,14943,C7,,
57,4º Trim 2020,12901,C7,,
58,4º Trim 2020,2699,C7,,
59,4º Trim 2020,3532,C7,,
60,4º Trim 2020,1256,C7,,
61,4º Trim 2020,5527,C7,,
62,4º Trim 2020,9567,C7,,
63,4º Trim 2020,10720,C7,,
64,4º Trim 2020,12554,C7,,
65,4º Trim 2020,3992,C7,,
66,4º Trim 2020,9305,C7,,
67,4º Trim 2020,223,C7,,
68,4º Trim 2020,452,C7,,
69,4º Trim 2020,13586,C7,,
70,4º Trim 2020,3631,C7,,
71,4º Trim 2020,141,C7,,
73,4º Trim 2020,3758,C7,,
75,4º Trim 2020,8508,C7,,
76,4º Trim 2020,859,C7,,
77,4º Trim 2020,4358,C7,,
78,4º Trim 2020,9196,C7,,
79,4º Trim 2020,7004,C7,,
80,4º Trim 2020,39613,C7,,
81,4º Trim 2020,18359,C7,,
82,4º Trim 2020,15345,C7,,
83,4º Trim 2020,412,C7,,
84,4º Trim 2020,6262,C7,,
85,4º Trim 2020,5595,C7,,
86,4º Trim 2020,50884,C7,,
87,4º Trim 2020,7072,C7,,
88,4º Trim 2020,3250,C7,,
89,4º Trim 2020,615,C7,,
90,4º Trim 2020,6530,C7,,
91,4º Trim 2020,6629,C7,,
92,4º Trim 2020,12539,C7,,
93,4º Trim 2020,2226,C7,,
94,4º Trim 2020,3091,C7,,
95,4º Trim 2020,23810,C7,,
96,4º Trim 2020,3913,C7,,
97,4º Trim 2020,3434,C7,,
98,4º Trim 2020,3719,C7,,
99,4º Trim 2020,25014,C7,,
0,1º Trim 2021,68799,C7,,
1,1º Trim 2021,18142,C7,,
2,1º Trim 2021,46824,C7,,
3,1º Trim 2021,53032,C7,,
4,1º Trim 2021,10326,C7,,
5,1º Trim 2021,81878,C7,,
6,1º Trim 2021,11457,C7,,
7,1º Trim 2021,57456,C7,,
8,1º Trim 2021,2503,C7,,
9,1º Trim 2021,81,C7,,
10,1º Trim 2021,996,C7,,
11,1º Trim 2021,3747,C7,,
12,1º Trim 2021,2606,C7,,
13,1º Trim 2021,12639,C7,,
14,1º Trim 2021,81,C7,,
15,1º Trim 2021,356,C7,,
16,1º Trim 2021,20873,C7,,
17,1º Trim 2021,39849,C7,,
20,1º Trim 2021,376,C7,,
21,1º Trim 2021,1162,C7,,
22,1º Trim 2021,4606,C7,,
23,1º Trim 2021,884,C7,,
24,1º Trim 2021,1200,C7,,
25,1º Trim 2021,1013,C7,,
26,1º Trim 2021,4543,C7,,
27,1º Trim 2021,83053,C7,,
28,1º Trim 2021,12580,C7,,
29,1º Trim 2021,31527,C7,,
30,1º Trim 2021,22580,C7,,
31,1º Trim 2021,32110,C7,,
32,1º Trim 2021,14992,C7,,
33,1º Trim 2021,505,C7,,
34,1º Trim 2021,7655,C7,,
35,1º Trim 2021,44900,C7,,
36,1º Trim 2021,14437,C7,,
37,1º Trim 2021,15817,C7,,
38,1º Trim 2021,9436,C7,,
39,1º Trim 2021,39673,C7,,
40,1º Trim 2021,3954,C7,,
41,1º Trim 2021,23147,C7,,
42,1º Trim 2021,9484,C7,,
43,1º Trim 2021,25009,C7,,
44,1º Trim 2021,4870,C7,,
45,1º Trim 2021,17452,C7,,
46,1º Trim 2021,6019,C7,,
47,1º Trim 2021,8901,C7,,
48,1º Trim 2021,315,C7,,
49,1º Trim 2021,788,C7,,
50,1º Trim 2021,15314,C7,,
51,1º Trim 2021,7406,C7,,
52,1º Trim 2021,31436,C7,,
53,1º Trim 2021,27,C7,,
54,1º Trim 2021,8028,C7,,
55,1º Trim 2021,1692,C7,,
56,1º Trim 2021,14859,C7,,
57,1º Trim 2021,13162,C7,,
58,1º Trim 2021,2762,C7,,
59,1º Trim 2021,3577,C7,,
60,1º Trim 2021,1354,C7,,
61,1º Trim 2021,5579,C7,,
62,1º Trim 2021,9599,C7,,
63,1º Trim 2021,10844,C7,,
64,1º Trim 2021,12634,C7,,
65,1º Trim 2021,3934,C7,,
66,1º Trim 2021,9284,C7,,
67,1º Trim 2021,226,C7,,
68,1º Trim 2021,430,C7,,
69,1º Trim 2021,13471,C7,,
70,1º Trim 2021,3579,C7,,
71,1º Trim 2021,146,C7,,
73,1º Trim 2021,3841,C7,,
75,1º Trim 2021,8633,C7,,
76,1º Trim 2021,848,C7,,
77,1º Trim 2021,4416,C7,,
78,1º Trim 2021,9514,C7,,
79,1º Trim 2021,7139,C7,,
80,1º Trim 2021,40144,C7,,
81,1º Trim 2021,18734,C7,,
82,1º Trim 2021,15473,C7,,
83,1º Trim 2021,414,C7,,
84,1º Trim 2021,6510,C7,,
85,1º Trim 2021,5644,C7,,
86,1º Trim 2021,52037,C7,,
87,1º Trim 2021,7270,C7,,
88,1º Trim 2021,3446,C7,,
89,1º Trim 2021,650,C7,,
90,1º Trim 2021,6533,C7,,
91,1º Trim 2021,6666,C7,,
92,1º Trim 2021,13067,C7,,
93,1º Trim 2021,2275,C7,,
94,1º Trim 2021,3237,C7,,
95,1º Trim 2021,24381,C7,,
96,1º Trim 2021,3929,C7,,
97,1º Trim 2021,3464,C7,,
98,1º Trim 2021,3772,C7,,
99,1º Trim 2021,25753,C7,,
0,2º Trim 2021,70270,C7,,
1,2º Trim 2021,17422,C7,,
2,2º Trim 2021,43373,C7,,
3,2º Trim 2021,42954,C7,,
4,2º Trim 2021,9752,C7,,
5,2º Trim 2021,81794,C7,,
6,2º Trim 2021,11461,C7,,
7,2º Trim 2021,67557,C7,,
8,2º Trim 2021,2398,C7,,
9,2º Trim 2021,79,C7,,
10,2º Trim 2021,996,C7,,
11,2º Trim 2021,3876,C7,,
12,2º Trim 2021,2743,C7,,
13,2º Trim 2021,12349,C7,,
14,2º Trim 2021,108,C7,,
15,2º Trim 2021,286,C7,,
16,2º Trim 2021,20910,C7,,
17,2º Trim 2021,40440,C7,,
20,2º Trim 2021,375,C7,,
21,2º Trim 2021,1168,C7,,
22,2º Trim 2021,4570,C7,,
23,2º Trim 2021,891,C7,,
24,2º Trim 2021,1215,C7,,
25,2º Trim 2021,919,C7,,
26,2º Trim 2021,4638,C7,,
27,2º Trim 2021,82861,C7,,
28,2º Trim 2021,11566,C7,,
29,2º Trim 2021,29485,C7,,
30,2º Trim 2021,24220,C7,,
31,2º Trim 2021,31360,C7,,
32,2º Trim 2021,15059,C7,,
33,2º Trim 2021,518,C7,,
34,2º Trim 2021,7850,C7,,
35,2º Trim 2021,44356,C7,,
36,2º Trim 2021,14767,C7,,
37,2º Trim 2021,15522,C7,,
38,2º Trim 2021,9322,C7,,
39,2º Trim 2021,41218,C7,,
40,2º Trim 2021,4494,C7,,
41,2º Trim 2021,22584,C7,,
42,2º Trim 2021,9467,C7,,
43,2º Trim 2021,24570,C7,,
44,2º Trim 2021,5367,C7,,
45,2º Trim 2021,17999,C7,,
46,2º Trim 2021,6108,C7,,
47,2º Trim 2021,9074,C7,,
48,2º Trim 2021,310,C7,,
49,2º Trim 2021,818,C7,,
50,2º Trim 2021,15489,C7,,
51,2º Trim 2021,7513,C7,,
52,2º Trim 2021,31217,C7,,
53,2º Trim 2021,14,C7,,
54,2º Trim 2021,7999,C7,,
55,2º Trim 2021,1656,C7,,
56,2º Trim 2021,15280,C7,,
57,2º Trim 2021,13541,C7,,
58,2º Trim 2021,2764,C7,,
59,2º Trim 2021,3639,C7,,
60,2º Trim 2021,1383,C7,,
61,2º Trim 2021,5635,C7,,
62,2º Trim 2021,9604,C7,,
63,2º Trim 2021,10887,C7,,
64,2º Trim 2021,12548,C7,,
65,2º Trim 2021,3752,C7,,
66,2º Trim 2021,9230,C7,,
67,2º Trim 2021,229,C7,,
68,2º Trim 2021,409,C7,,
69,2º Trim 2021,13294,C7,,
70,2º Trim 2021,3613,C7,,
71,2º Trim 2021,149,C7,,
73,2º Trim 2021,3863,C7,,
75,2º Trim 2021,8694,C7,,
76,2º Trim 2021,866,C7,,
77,2º Trim 2021,4410,C7,,
78,2º Trim 2021,9541,C7,,
79,2º Trim 2021,7150,C7,,
80,2º Trim 2021,40534,C7,,
81,2º Trim 2021,18780,C7,,
82,2º Trim 2021,15472,C7,,
83,2º Trim 2021,415,C7,,
84,2º Trim 2021,6711,C7,,
85,2º Trim 2021,5739,C7,,
86,2º Trim 2021,52042,C7,,
87,2º Trim 2021,7353,C7,,
88,2º Trim 2021,3435,C7,,
89,2º Trim 2021,659,C7,,
90,2º Trim 2021,6518,C7,,
91,2º Trim 2021,6521,C7,,
92,2º Trim 2021,13347,C7,,
93,2º Trim 2021,2308,C7,,
94,2º Trim 2021,3375,C7,,
95,2º Trim 2021,24510,C7,,
96,2º Trim 2021,3962,C7,,
97,2º Trim 2021,3532,C7,,
98,2º Trim 2021,3794,C7,,
99,2º Trim 2021,25877,C7,,
0,3º Trim 2021,68048,C7,,
1,3º Trim 2021,16238,C7,,
2,3º Trim 2021,41545,C7,,
3,3º Trim 2021,40911,C7,,
4,3º Trim 2021,9072,C7,,
5,3º Trim 2021,82171,C7,,
6,3º Trim 2021,11438,C7,,
7,3º Trim 2021,67441,C7,,
8,3º Trim 2021,3055,C7,,
9,3º Trim 2021,73,C7,,
10,3º Trim 2021,1013,C7,,
11,3º Trim 2021,3989,C7,,
12,3º Trim 2021,2774,C7,,
13,3º Trim 2021,12745,C7,,
14,3º Trim 2021,106,C7,,
15,3º Trim 2021,300,C7,,
16,3º Trim 2021,20869,C7,,
17,3º Trim 2021,40860,C7,,
20,3º Trim 2021,375,C7,,
21,3º Trim 2021,1178,C7,,
22,3º Trim 2021,4606,C7,,
23,3º Trim 2021,902,C7,,
24,3º Trim 2021,1240,C7,,
25,3º Trim 2021,890,C7,,
26,3º Trim 2021,4787,C7,,
27,3º Trim 2021,82558,C7,,
28,3º Trim 2021,12604,C7,,
29,3º Trim 2021,28350,C7,,
30,3º Trim 2021,22788,C7,,
31,3º Trim 2021,31421,C7,,
32,3º Trim 2021,14840,C7,,
33,3º Trim 2021,1598,C7,,
34,3º Trim 2021,8042,C7,,
35,3º Trim 2021,44656,C7,,
36,3º Trim 2021,14496,C7,,
37,3º Trim 2021,15159,C7,,
38,3º Trim 2021,9345,C7,,
39,3º Trim 2021,40853,C7,,
40,3º Trim 2021,4711,C7,,
41,3º Trim 2021,21538,C7,,
42,3º Trim 2021,9516,C7,,
43,3º Trim 2021,24216,C7,,
44,3º Trim 2021,5080,C7,,
45,3º Trim 2021,18179,C7,,
46,3º Trim 2021,6139,C7,,
47,3º Trim 2021,9211,C7,,
48,3º Trim 2021,312,C7,,
49,3º Trim 2021,818,C7,,
50,3º Trim 2021,15686,C7,,
51,3º Trim 2021,7521,C7,,
52,3º Trim 2021,31543,C7,,
53,3º Trim 2021,14,C7,,
54,3º Trim 2021,7143,C7,,
55,3º Trim 2021,1666,C7,,
56,3º Trim 2021,15864,C7,,
57,3º Trim 2021,13798,C7,,
58,3º Trim 2021,2859,C7,,
59,3º Trim 2021,3726,C7,,
60,3º Trim 2021,1394,C7,,
61,3º Trim 2021,5669,C7,,
62,3º Trim 2021,9524,C7,,
63,3º Trim 2021,10817,C7,,
64,3º Trim 2021,12504,C7,,
65,3º Trim 2021,3727,C7,,
66,3º Trim 2021,9380,C7,,
67,3º Trim 2021,240,C7,,
68,3º Trim 2021,407,C7,,
69,3º Trim 2021,13212,C7,,
70,3º Trim 2021,3526,C7,,
71,3º Trim 2021,150,C7,,
73,3º Trim 2021,3857,C7,,
75,3º Trim 2021,8734,C7,,
76,3º Trim 2021,892,C7,,
77,3º Trim 2021,4394,C7,,
78,3º Trim 2021,9541,C7,,
79,3º Trim 2021,7155,C7,,
80,3º Trim 2021,41065,C7,,
81,3º Trim 2021,18635,C7,,
82,3º Trim 2021,15491,C7,,
83,3º Trim 2021,415,C7,,
84,3º Trim 2021,6852,C7,,
85,3º Trim 2021,5789,C7,,
86,3º Trim 2021,52177,C7,,
87,3º Trim 2021,7391,C7,,
88,3º Trim 2021,3423,C7,,
89,3º Trim 2021,661,C7,,
90,3º Trim 2021,6502,C7,,
91,3º Trim 2021,6544,C7,,
92,3º Trim 2021,13753,C7,,
93,3º Trim 2021,2375,C7,,
94,3º Trim 2021,3399,C7,,
95,3º Trim 2021,24443,C7,,
96,3º Trim 2021,3991,C7,,
97,3º Trim 2021,3572,C7,,
98,3º Trim 2021,3835,C7,,
99,3º Trim 2021,26489,C7,,
0,4º Trim 2021,68349,C7,,
1,4º Trim 2021,17211,C7,,
2,4º Trim 2021,40778,C7,,
3,4º Trim 2021,43063,C7,,
4,4º Trim 2021,10217,C7,,
5,4º Trim 2021,83053,C7,,
6,4º Trim 2021,11437,C7,,
7,4º Trim 2021,60629,C7,,
8,4º Trim 2021,2966,C7,,
9,4º Trim 2021,73,C7,,
10,4º Trim 2021,1012,C7,,
11,4º Trim 2021,4188,C7,,
12,4º Trim 2021,2771,C7,,
13,4º Trim 2021,11420,C7,,
14,4º Trim 2021,117,C7,,
15,4º Trim 2021,273,C7,,
16,4º Trim 2021,21006,C7,,
17,4º Trim 2021,41173,C7,,
20,4º Trim 2021,388,C7,,
21,4º Trim 2021,1242,C7,,
22,4º Trim 2021,4651,C7,,
23,4º Trim 2021,878,C7,,
24,4º Trim 2021,1272,C7,,
25,4º Trim 2021,885,C7,,
26,4º Trim 2021,5079,C7,,
27,4º Trim 2021,83119,C7,,
28,4º Trim 2021,11965,C7,,
29,4º Trim 2021,28811,C7,,
30,4º Trim 2021,22034,C7,,
31,4º Trim 2021,32174,C7,,
32,4º Trim 2021,14757,C7,,
33,4º Trim 2021,1595,C7,,
34,4º Trim 2021,8114,C7,,
35,4º Trim 2021,45556,C7,,
36,4º Trim 2021,13921,C7,,
37,4º Trim 2021,15346,C7,,
38,4º Trim 2021,9352,C7,,
39,4º Trim 2021,40175,C7,,
40,4º Trim 2021,4514,C7,,
41,4º Trim 2021,21621,C7,,
42,4º Trim 2021,9734,C7,,
43,4º Trim 2021,24676,C7,,
44,4º Trim 2021,4728,C7,,
45,4º Trim 2021,18135,C7,,
46,4º Trim 2021,6184,C7,,
47,4º Trim 2021,9295,C7,,
48,4º Trim 2021,315,C7,,
49,4º Trim 2021,838,C7,,
50,4º Trim 2021,15929,C7,,
51,4º Trim 2021,7560,C7,,
52,4º Trim 2021,32542,C7,,
53,4º Trim 2021,14,C7,,
54,4º Trim 2021,7018,C7,,
55,4º Trim 2021,1753,C7,,
56,4º Trim 2021,16459,C7,,
57,4º Trim 2021,13866,C7,,
58,4º Trim 2021,2883,C7,,
59,4º Trim 2021,3769,C7,,
60,4º Trim 2021,1449,C7,,
61,4º Trim 2021,5585,C7,,
62,4º Trim 2021,9594,C7,,
63,4º Trim 2021,10871,C7,,
64,4º Trim 2021,12551,C7,,
65,4º Trim 2021,3621,C7,,
66,4º Trim 2021,9344,C7,,
67,4º Trim 2021,233,C7,,
68,4º Trim 2021,417,C7,,
69,4º Trim 2021,13190,C7,,
70,4º Trim 2021,3521,C7,,
71,4º Trim 2021,150,C7,,
73,4º Trim 2021,3877,C7,,
75,4º Trim 2021,8703,C7,,
76,4º Trim 2021,900,C7,,
77,4º Trim 2021,4418,C7,,
78,4º Trim 2021,9627,C7,,
79,4º Trim 2021,7196,C7,,
80,4º Trim 2021,41374,C7,,
81,4º Trim 2021,18520,C7,,
82,4º Trim 2021,15626,C7,,
83,4º Trim 2021,406,C7,,
84,4º Trim 2021,6933,C7,,
85,4º Trim 2021,5863,C7,,
86,4º Trim 2021,52704,C7,,
87,4º Trim 2021,7487,C7,,
88,4º Trim 2021,3439,C7,,
89,4º Trim 2021,662,C7,,
90,4º Trim 2021,6537,C7,,
91,4º Trim 2021,6549,C7,,
92,4º Trim 2021,14219,C7,,
93,4º Trim 2021,2426,C7,,
94,4º Trim 2021,3435,C7,,
95,4º Trim 2021,24652,C7,,
96,4º Trim 2021,3987,C7,,
97,4º Trim 2021,3575,C7,,
98,4º Trim 2021,3870,C7,,
99,4º Trim 2021,27491,C7,,
0,1º Trim 2022,71888,C7,,
1,1º Trim 2022,17715,C7,,
2,1º Trim 2022,42517,C7,,
3,1º Trim 2022,49872,C7,,
4,1º Trim 2022,11431,C7,,
5,1º Trim 2022,83302,C7,,
6,1º Trim 2022,11533,C7,,
7,1º Trim 2022,59327,C7,,
8,1º Trim 2022,2517,C7,,
9,1º Trim 2022,86,C7,,
10,1º Trim 2022,1025,C7,,
11,1º Trim 2022,4018,C7,,
12,1º Trim 2022,2813,C7,,
13,1º Trim 2022,12678,C7,,
14,1º Trim 2022,163,C7,,
15,1º Trim 2022,297,C7,,
16,1º Trim 2022,21254,C7,,
17,1º Trim 2022,41865,C7,,
20,1º Trim 2022,395,C7,,
21,1º Trim 2022,1267,C7,,
22,1º Trim 2022,4761,C7,,
23,1º Trim 2022,889,C7,,
24,1º Trim 2022,1318,C7,,
25,1º Trim 2022,993,C7,,
26,1º Trim 2022,5311,C7,,
27,1º Trim 2022,84504,C7,,
28,1º Trim 2022,12980,C7,,
29,1º Trim 2022,30871,C7,,
30,1º Trim 2022,22798,C7,,
31,1º Trim 2022,32625,C7,,
32,1º Trim 2022,14952,C7,,
33,1º Trim 2022,1654,C7,,
34,1º Trim 2022,8284,C7,,
35,1º Trim 2022,46056,C7,,
36,1º Trim 2022,13400,C7,,
37,1º Trim 2022,16245,C7,,
38,1º Trim 2022,9266,C7,,
39,1º Trim 2022,41194,C7,,
40,1º Trim 2022,4470,C7,,
41,1º Trim 2022,22858,C7,,
42,1º Trim 2022,9961,C7,,
43,1º Trim 2022,25376,C7,,
44,1º Trim 2022,5028,C7,,
45,1º Trim 2022,18525,C7,,
46,1º Trim 2022,6388,C7,,
47,1º Trim 2022,9469,C7,,
48,1º Trim 2022,322,C7,,
49,1º Trim 2022,869,C7,,
50,1º Trim 2022,16126,C7,,
51,1º Trim 2022,7791,C7,,
52,1º Trim 2022,33285,C7,,
53,1º Trim 2022,16,C7,,
54,1º Trim 2022,7058,C7,,
55,1º Trim 2022,1757,C7,,
56,1º Trim 2022,16769,C7,,
57,1º Trim 2022,14086,C7,,
58,1º Trim 2022,2924,C7,,
59,1º Trim 2022,3796,C7,,
60,1º Trim 2022,1455,C7,,
61,1º Trim 2022,5590,C7,,
62,1º Trim 2022,9871,C7,,
63,1º Trim 2022,11024,C7,,
64,1º Trim 2022,12533,C7,,
65,1º Trim 2022,3597,C7,,
66,1º Trim 2022,9338,C7,,
67,1º Trim 2022,237,C7,,
68,1º Trim 2022,399,C7,,
69,1º Trim 2022,13389,C7,,
70,1º Trim 2022,3538,C7,,
71,1º Trim 2022,153,C7,,
73,1º Trim 2022,3941,C7,,
75,1º Trim 2022,8929,C7,,
