Período,Sector,Remuneracion
Septiembre 2006,E,2765.99
Septiembre 2006,F,1085.49
Septiembre 2006,G,1215.41
Septiembre 2006,H,1002.93
Septiembre 2006,I,1911.655
Septiembre 2006,J,2150.0
Septiembre 2006,K,1092.26
Septiembre 2006,M,872.79
Septiembre 2006,N,1338.34
Septiembre 2006,O,1211.75
Octubre 2006,A,868.92
Octubre 2006,B,2351.91
Octubre 2006,C,3662.5
Octubre 2006,D,1487.54
Octubre 2006,E,2562.72
Octubre 2006,F,1121.12
Octubre 2006,G,1198.82
Octubre 2006,H,1016.715
Octubre 2006,I,1942.4
Octubre 2006,J,2140.25
Octubre 2006,K,1123.11
Octubre 2006,M,870.675
Octubre 2006,N,1325.23
Octubre 2006,O,1220.46
Noviembre 2006,A,876.29
Noviembre 2006,B,2010.89
Noviembre 2006,C,3667.455
Noviembre 2006,D,1496.66
Noviembre 2006,E,2585.11
Noviembre 2006,F,1144.82
Noviembre 2006,G,1212.33
Noviembre 2006,H,1014.87
Noviembre 2006,I,1937.75
Noviembre 2006,J,2136.0
Noviembre 2006,K,1121.2
Noviembre 2006,M,878.42
Noviembre 2006,N,1328.77
Noviembre 2006,O,1225.24
Diciembre 2006,A,1267.035
Diciembre 2006,B,3474.9
Diciembre 2006,C,5656.96
Diciembre 2006,D,2261.36
Diciembre 2006,E,3941.415
Diciembre 2006,F,1504.05
Diciembre 2006,G,1806.2
Diciembre 2006,H,1440.06
Diciembre 2006,I,2840.59
Diciembre 2006,J,3319.37
Diciembre 2006,K,1578.69
Diciembre 2006,M,1258.65
Diciembre 2006,N,1980.4
Diciembre 2006,O,1816.17
Enero 2007,A,893.98
Enero 2007,B,2110.14
Enero 2007,C,3849.82
Enero 2007,D,1568.255
Enero 2007,E,2954.215
Enero 2007,F,1179.79
Enero 2007,G,1248.635
Enero 2007,H,1074.635
Enero 2007,I,2014.19
Enero 2007,J,2510.0
Enero 2007,K,1161.185
Enero 2007,M,900.59
Enero 2007,N,1551.345
Enero 2007,O,1290.54
Febrero 2007,A,891.2
Febrero 2007,B,2021.3
Febrero 2007,C,3848.55
Febrero 2007,D,1470.92
Febrero 2007,E,2830.815
Febrero 2007,F,1141.77
Febrero 2007,G,1235.23
Febrero 2007,H,1084.07
Febrero 2007,I,1994.44
Febrero 2007,J,2378.805
Febrero 2007,K,1133.73
Febrero 2007,M,893.03
Febrero 2007,N,1538.235
Febrero 2007,O,1274.07
Marzo 2007,A,891.2
Marzo 2007,B,2557.53
Marzo 2007,C,3862.71
Marzo 2007,D,1556.23
Marzo 2007,E,2970.1
Marzo 2007,F,1194.3
Marzo 2007,G,1232.15
Marzo 2007,H,1100.0
Marzo 2007,I,2030.0
Marzo 2007,J,2232.73
Marzo 2007,K,1150.25
Marzo 2007,M,956.25
Marzo 2007,N,1520.5
Marzo 2007,O,1280.52
Abril 2007,A,891.2
Abril 2007,B,2418.105
Abril 2007,C,3920.0
Abril 2007,D,1542.43
Abril 2007,E,2813.41
Abril 2007,F,1190.06
Abril 2007,G,1243.4
Abril 2007,H,1130.82
Abril 2007,I,2124.01
Abril 2007,J,2420.73
Abril 2007,K,1170.31
Abril 2007,M,1034.56
Abril 2007,N,1541.09
Abril 2007,O,1302.51
Mayo 2007,A,900.11
Mayo 2007,B,2598.45
Mayo 2007,C,3883.23
Mayo 2007,D,1711.015
Mayo 2007,E,2885.64
Mayo 2007,F,1324.8
Mayo 2007,G,1247.87
Mayo 2007,H,1137.44
Mayo 2007,I,2158.56
Mayo 2007,J,2342.98
Mayo 2007,K,1177.63
Mayo 2007,M,1025.0
Mayo 2007,N,1539.13
Mayo 2007,O,1321.16
Junio 2007,A,1293.63
Junio 2007,B,3894.895
Junio 2007,C,5880.37
Junio 2007,D,2491.76
Junio 2007,E,4252.695
Junio 2007,F,1755.9
Junio 2007,G,1973.0
Junio 2007,H,1578.49
Junio 2007,I,3144.825
Junio 2007,J,3496.73
Junio 2007,K,1686.14
Junio 2007,M,1416.35
Junio 2007,N,2267.8
Junio 2007,O,1983.69
Julio 2007,A,917.18
Julio 2007,B,2511.08
Julio 2007,C,4024.85
Julio 2007,D,1752.88
Julio 2007,E,3037.48
Julio 2007,F,1379.46
Julio 2007,G,1378.31
Julio 2007,H,1167.18
Julio 2007,I,2227.55
Julio 2007,J,2425.31
Julio 2007,K,1284.59
Julio 2007,M,1038.84
Julio 2007,N,1567.225
Julio 2007,O,1411.76
Agosto 2007,A,932.0
Agosto 2007,B,2492.75
Agosto 2007,C,5013.63
Agosto 2007,D,1809.0
Agosto 2007,E,3125.48
Agosto 2007,F,1405.0
Agosto 2007,G,1376.0
Agosto 2007,H,1240.84
Agosto 2007,I,2287.54
Agosto 2007,J,2525.3
Agosto 2007,K,1297.39
Agosto 2007,M,1044.7
Agosto 2007,N,1576.345
Agosto 2007,O,1428.505
Septiembre 2007,A,918.0
Septiembre 2007,B,2232.0
Septiembre 2007,C,4836.19
Septiembre 2007,D,1731.85
Septiembre 2007,E,3402.485
Septiembre 2007,F,1334.64
Septiembre 2007,G,1460.53
Septiembre 2007,H,1242.0
Septiembre 2007,I,2302.05
Septiembre 2007,J,2537.0
Septiembre 2007,K,1295.35
Septiembre 2007,M,1058.21
Septiembre 2007,N,1595.05
Septiembre 2007,O,1461.56
Octubre 2007,A,1160.0
Octubre 2007,B,2467.495
Octubre 2007,C,4894.81
Octubre 2007,D,1863.0
Octubre 2007,E,3229.965
Octubre 2007,F,1449.9
Octubre 2007,G,1445.3
Octubre 2007,H,1257.505
Octubre 2007,I,2377.66
Octubre 2007,J,2560.0
Octubre 2007,K,1369.16
Octubre 2007,M,1087.625
Octubre 2007,N,1618.03
Octubre 2007,O,1512.0
Noviembre 2007,A,1080.55
Noviembre 2007,B,2194.6
Noviembre 2007,C,4866.96
Noviembre 2007,D,1828.47
Noviembre 2007,E,3320.865
Noviembre 2007,F,1455.92
Noviembre 2007,G,1499.01
Noviembre 2007,H,1259.775
Noviembre 2007,I,2363.34
Noviembre 2007,J,2596.45
Noviembre 2007,K,1347.0
Noviembre 2007,M,1101.24
Noviembre 2007,N,1611.25
Noviembre 2007,O,1523.28
Diciembre 2007,A,1665.0
Diciembre 2007,B,3907.24
Diciembre 2007,C,7596.95
Diciembre 2007,D,2882.35
Diciembre 2007,E,4874.04
Diciembre 2007,F,1997.51
Diciembre 2007,G,2240.75
Diciembre 2007,H,1710.635
Diciembre 2007,I,3468.89
Diciembre 2007,J,4022.91
Diciembre 2007,K,1916.15
Diciembre 2007,M,1559.765
Diciembre 2007,N,2602.51
Diciembre 2007,O,2255.17
Enero 2008,A,1180.0
Enero 2008,B,2291.53
Enero 2008,C,5152.56
Enero 2008,D,1968.32
Enero 2008,E,3706.27
Enero 2008,F,1508.02
Enero 2008,G,1580.84
Enero 2008,H,1293.88
Enero 2008,I,2486.0
Enero 2008,J,3038.1
Enero 2008,K,1431.95
Enero 2008,M,1121.93
Enero 2008,N,1893.92
Enero 2008,O,1613.87
Febrero 2008,A,1188.0
Febrero 2008,B,2186.8
Febrero 2008,C,5078.24
Febrero 2008,D,1899.47
Febrero 2008,E,3584.26
Febrero 2008,F,1479.94
Febrero 2008,G,1630.45
Febrero 2008,H,1272.975
Febrero 2008,I,2524.78
Febrero 2008,J,2934.73
Febrero 2008,K,1411.33
Febrero 2008,M,1125.44
Febrero 2008,N,1873.32
Febrero 2008,O,1636.0
Marzo 2008,A,1187.14
Marzo 2008,B,2709.2
Marzo 2008,C,5230.12
Marzo 2008,D,1905.08
Marzo 2008,E,3601.58
Marzo 2008,F,1455.65
Marzo 2008,G,1606.18
Marzo 2008,H,1309.36
Marzo 2008,I,2581.73
Marzo 2008,J,2849.27
Marzo 2008,K,1433.26
Marzo 2008,M,1322.59
Marzo 2008,N,1881.405
Marzo 2008,O,1657.0
Abril 2008,A,1196.55
Abril 2008,B,2888.48
Abril 2008,C,5563.99
Abril 2008,D,2004.42
Abril 2008,E,3650.7
Abril 2008,F,1636.56
Abril 2008,G,1719.19
Abril 2008,H,1326.01
Abril 2008,I,2668.705
Abril 2008,J,3235.46
Abril 2008,K,1502.49
Abril 2008,M,1389.19
Abril 2008,N,1896.5
Abril 2008,O,1730.9
Mayo 2008,A,1202.72
Mayo 2008,B,3152.29
Mayo 2008,C,5652.12
Mayo 2008,D,2181.64
Mayo 2008,E,3767.765
Mayo 2008,F,1694.25
Mayo 2008,G,1731.48
Mayo 2008,H,1439.97
Mayo 2008,I,2783.82
Mayo 2008,J,3104.22
Mayo 2008,K,1616.02
Mayo 2008,M,1390.51
Mayo 2008,N,1910.0
Mayo 2008,O,1773.94
Junio 2008,A,1710.105
Junio 2008,B,4590.09
Junio 2008,C,8938.275
Junio 2008,D,3119.52
Junio 2008,E,5422.53
Junio 2008,F,2156.22
Junio 2008,G,2538.16
Junio 2008,H,2046.44
Junio 2008,I,3938.16
Junio 2008,J,4652.82
Junio 2008,K,2194.74
Junio 2008,M,1916.6
Junio 2008,N,2810.505
Junio 2008,O,2608.7
Julio 2008,A,1216.1
Julio 2008,B,3233.98
Julio 2008,C,6310.99
Julio 2008,D,2259.99
Julio 2008,E,3986.495
Julio 2008,F,1740.54
Julio 2008,G,1830.01
Julio 2008,H,1593.3
Julio 2008,I,2931.53
Julio 2008,J,3181.29
Julio 2008,K,1736.435
Julio 2008,M,1409.41
Julio 2008,N,1947.035
Julio 2008,O,1881.66
Agosto 2008,A,1456.8
Agosto 2008,B,3066.91
Agosto 2008,C,6438.99
Agosto 2008,D,2285.07
Agosto 2008,E,4224.755
Agosto 2008,F,1664.83
Agosto 2008,G,1838.34
Agosto 2008,H,1639.905
Agosto 2008,I,2942.66
Agosto 2008,J,3300.0
Agosto 2008,K,1750.0
Agosto 2008,M,1409.205
Agosto 2008,N,2075.3
Agosto 2008,O,1913.58
Septiembre 2008,A,1493.41
Septiembre 2008,B,2952.195
Septiembre 2008,C,6400.0
Septiembre 2008,D,2334.09
Septiembre 2008,E,4600.8
Septiembre 2008,F,1742.675
Septiembre 2008,G,1953.49
Septiembre 2008,H,1627.62
Septiembre 2008,I,3038.485
Septiembre 2008,J,3322.25
Septiembre 2008,K,1776.13
Septiembre 2008,M,1443.695
Septiembre 2008,N,2172.855
Septiembre 2008,O,1992.87
Octubre 2008,A,1489.3
Octubre 2008,B,3302.395
Octubre 2008,C,6783.67
Octubre 2008,D,2390.8
Octubre 2008,E,4349.705
Octubre 2008,F,1806.34
Octubre 2008,G,1925.39
Octubre 2008,H,1665.69
Octubre 2008,I,3113.33
Octubre 2008,J,3361.42
Octubre 2008,K,1793.06
Octubre 2008,M,1542.91
Octubre 2008,N,2181.595
Octubre 2008,O,2021.355
Noviembre 2008,A,1474.32
Noviembre 2008,B,2757.03
Noviembre 2008,C,6880.38
Noviembre 2008,D,2292.29
Noviembre 2008,E,4394.82
Noviembre 2008,F,1708.205
Noviembre 2008,G,1918.86
Noviembre 2008,H,1648.55
Noviembre 2008,I,3124.13
Noviembre 2008,J,3463.35
Noviembre 2008,K,1765.28
Noviembre 2008,M,1524.6
Noviembre 2008,N,2176.67
Noviembre 2008,O,2008.51
Diciembre 2008,A,2179.55
Diciembre 2008,B,4896.195
Diciembre 2008,C,10155.705
Diciembre 2008,D,3652.8
Diciembre 2008,E,6647.57
Diciembre 2008,F,2511.49
Diciembre 2008,G,2879.34
Diciembre 2008,H,2273.65
Diciembre 2008,I,4620.095
Diciembre 2008,J,5418.345
Diciembre 2008,K,2499.36
Diciembre 2008,M,2162.14
Diciembre 2008,N,3390.11
Diciembre 2008,O,2993.86
Enero 2009,A,1531.44
Enero 2009,B,2866.665
Enero 2009,C,7060.81
Enero 2009,D,2391.36
Enero 2009,E,5048.695
Enero 2009,F,1756.62
Enero 2009,G,1974.19
Enero 2009,H,1740.83
Enero 2009,I,3245.84
Enero 2009,J,4195.96
Enero 2009,K,1813.55
Enero 2009,M,1550.2
Enero 2009,N,2399.41
Enero 2009,O,2115.985
Febrero 2009,A,1540.28
Febrero 2009,B,2799.84
Febrero 2009,C,6819.34
Febrero 2009,D,2264.0
Febrero 2009,E,4786.91
Febrero 2009,F,1700.0
Febrero 2009,G,1962.14
Febrero 2009,H,1783.69
Febrero 2009,I,3210.66
Febrero 2009,J,3732.255
Febrero 2009,K,1786.15
Febrero 2009,M,1542.315
Febrero 2009,N,2362.55
Febrero 2009,O,2080.9
Marzo 2009,A,1524.85
Marzo 2009,B,3039.815
Marzo 2009,C,6923.25
Marzo 2009,D,2340.84
Marzo 2009,E,4850.46
Marzo 2009,F,1788.0
Marzo 2009,G,1936.6
Marzo 2009,H,1732.85
Marzo 2009,I,3298.4
Marzo 2009,J,3671.6
Marzo 2009,K,1790.235
Marzo 2009,M,1598.975
Marzo 2009,N,2336.14
Marzo 2009,O,2066.51
Abril 2009,A,1517.4
Abril 2009,B,3169.555
Abril 2009,C,6696.7
Abril 2009,D,2410.98
Abril 2009,E,4784.8
Abril 2009,F,1811.66
Abril 2009,G,2152.14
Abril 2009,H,1722.94
Abril 2009,I,3411.265
Abril 2009,J,3784.265
Abril 2009,K,1850.0
Abril 2009,M,1731.93
Abril 2009,N,2382.77
Abril 2009,O,2185.31
Mayo 2009,A,1514.5
Mayo 2009,B,3285.035
Mayo 2009,C,6764.67
Mayo 2009,D,2487.4
Mayo 2009,E,4901.11
Mayo 2009,F,1826.84
Mayo 2009,G,2245.22
Mayo 2009,H,1742.25
Mayo 2009,I,3451.25
Mayo 2009,J,4009.995
Mayo 2009,K,1913.575
Mayo 2009,M,1715.25
Mayo 2009,N,2391.51
Mayo 2009,O,2245.28
Junio 2009,A,2218.97
Junio 2009,B,4753.195
Junio 2009,C,10010.465
Junio 2009,D,3839.88
Junio 2009,E,7161.58
Junio 2009,F,2696.39
Junio 2009,G,3269.2
Junio 2009,H,2446.53
Junio 2009,I,5044.49
Junio 2009,J,6669.52
Junio 2009,K,2666.77
Junio 2009,M,2351.92
Junio 2009,N,3538.225
Junio 2009,O,3293.26
Julio 2009,A,1549.16
Julio 2009,B,3075.75
Julio 2009,C,7803.4
Julio 2009,D,2664.56
Julio 2009,E,5028.06
Julio 2009,F,1977.6
Julio 2009,G,2243.15
Julio 2009,H,1869.37
Julio 2009,I,3591.14
Julio 2009,J,4071.75
Julio 2009,K,2085.15
Julio 2009,M,1723.4
Julio 2009,N,2417.0
Julio 2009,O,2320.6
Agosto 2009,A,1544.38
Agosto 2009,B,3388.655
Agosto 2009,C,7482.99
Agosto 2009,D,2653.39
Agosto 2009,E,5278.62
Agosto 2009,F,1917.44
Agosto 2009,G,2245.22
Agosto 2009,H,1921.92
Agosto 2009,I,3624.04
Agosto 2009,J,4278.33
Agosto 2009,K,2128.0
Agosto 2009,M,1713.17
Agosto 2009,N,2529.715
Agosto 2009,O,2342.54
Septiembre 2009,A,1528.19
Septiembre 2009,B,3396.48
Septiembre 2009,C,8565.6
Septiembre 2009,D,2738.24
Septiembre 2009,E,5617.67
Septiembre 2009,F,1925.17
Septiembre 2009,G,2286.34
Septiembre 2009,H,1874.57
Septiembre 2009,I,3721.53
Septiembre 2009,J,4265.11
Septiembre 2009,K,2122.5
Septiembre 2009,M,1719.1
Septiembre 2009,N,2640.425
Septiembre 2009,O,2347.06
Octubre 2009,A,1532.13
Octubre 2009,B,3596.02
Octubre 2009,C,8423.8
Octubre 2009,D,2799.5
Octubre 2009,E,5284.29
Octubre 2009,F,2080.32
Octubre 2009,G,2256.75
Octubre 2009,H,1929.94
Octubre 2009,I,3789.4
Octubre 2009,J,4336.75
Octubre 2009,K,2145.0
Octubre 2009,M,1718.165
Octubre 2009,N,2644.8
Octubre 2009,O,2375.58
Noviembre 2009,A,1528.43
Noviembre 2009,B,3400.55
Noviembre 2009,C,8365.215
Noviembre 2009,D,2787.77
Noviembre 2009,E,5373.195
Noviembre 2009,F,2000.0
Noviembre 2009,G,2253.65
Noviembre 2009,H,1926.75
Noviembre 2009,I,3806.54
Noviembre 2009,J,4450.0
Noviembre 2009,K,2125.875
Noviembre 2009,M,1725.4
Noviembre 2009,N,2629.335
Noviembre 2009,O,2372.53
Diciembre 2009,A,2716.4
Diciembre 2009,B,5230.83
Diciembre 2009,C,12612.08
Diciembre 2009,D,4396.46
Diciembre 2009,E,8132.97
Diciembre 2009,F,2926.6
Diciembre 2009,G,3376.45
Diciembre 2009,H,2586.07
Diciembre 2009,I,5679.875
Diciembre 2009,J,6755.05
Diciembre 2009,K,3000.0
Diciembre 2009,M,2468.36
Diciembre 2009,N,4060.72
Diciembre 2009,O,3526.37
Enero 2010,A,1820.095
Enero 2010,B,2894.14
Enero 2010,C,8960.0
Enero 2010,D,2907.49
Enero 2010,E,6213.08
Enero 2010,F,1993.41
Enero 2010,G,2442.715
Enero 2010,H,2006.855
Enero 2010,I,3946.485
Enero 2010,J,5217.15
Enero 2010,K,2205.0
Enero 2010,M,1761.63
Enero 2010,N,2865.38
Enero 2010,O,2555.93
Febrero 2010,A,1836.06
Febrero 2010,B,2934.235
Febrero 2010,C,8906.67
Febrero 2010,D,2846.845
Febrero 2010,E,5836.3
Febrero 2010,F,1951.52
Febrero 2010,G,2453.51
Febrero 2010,H,1983.15
Febrero 2010,I,3906.52
Febrero 2010,J,4540.5
Febrero 2010,K,2190.0
Febrero 2010,M,1750.755
Febrero 2010,N,2822.69
Febrero 2010,O,2550.795
Marzo 2010,A,1851.3
Marzo 2010,B,3614.38
Marzo 2010,C,9273.34
Marzo 2010,D,3038.16
Marzo 2010,E,6029.655
Marzo 2010,F,2312.0
Marzo 2010,G,2443.76
Marzo 2010,H,2010.965
Marzo 2010,I,4087.715
Marzo 2010,J,5254.85
Marzo 2010,K,2226.4
Marzo 2010,M,1927.595
Marzo 2010,N,2813.69
Marzo 2010,O,2583.68
Abril 2010,A,1836.0
Abril 2010,B,3384.91
Abril 2010,C,9760.06
Abril 2010,D,3119.37
Abril 2010,E,5911.32
Abril 2010,F,2170.94
Abril 2010,G,2457.35
Abril 2010,H,2059.745
Abril 2010,I,4191.86
Abril 2010,J,4997.43
Abril 2010,K,2265.0
Abril 2010,M,1998.56
Abril 2010,N,2840.29
Abril 2010,O,2627.6
Mayo 2010,A,1850.0
Mayo 2010,B,4009.07
Mayo 2010,C,10100.5
Mayo 2010,D,3326.895
Mayo 2010,E,5988.64
Mayo 2010,F,2342.255
Mayo 2010,G,2445.54
Mayo 2010,H,2117.49
Mayo 2010,I,4264.78
Mayo 2010,J,4979.63
Mayo 2010,K,2388.79
Mayo 2010,M,1978.06
Mayo 2010,N,2870.37
Mayo 2010,O,2662.64
Junio 2010,A,2699.37
Junio 2010,B,5552.895
Junio 2010,C,13642.51
Junio 2010,D,5004.97
Junio 2010,E,8818.47
Junio 2010,F,3295.76
Junio 2010,G,4386.15
Junio 2010,H,2952.0
Junio 2010,I,6198.01
Junio 2010,J,7707.29
Junio 2010,K,3448.13
Junio 2010,M,2734.76
Junio 2010,N,4288.395
Junio 2010,O,4197.37
Julio 2010,A,1893.65
Julio 2010,B,4493.07
Julio 2010,C,9951.125
Julio 2010,D,3566.515
Julio 2010,E,6264.94
Julio 2010,F,2341.92
Julio 2010,G,2834.68
Julio 2010,H,2343.115
Julio 2010,I,4537.385
Julio 2010,J,5139.52
Julio 2010,K,2702.64
Julio 2010,M,2067.9
Julio 2010,N,2929.165
Julio 2010,O,2913.16
Agosto 2010,A,1893.86
Agosto 2010,B,4259.71
Agosto 2010,C,10435.38
Agosto 2010,D,3605.565
Agosto 2010,E,6326.42
Agosto 2010,F,2471.04
Agosto 2010,G,2856.83
Agosto 2010,H,2369.21
Agosto 2010,I,4715.675
Agosto 2010,J,5400.605
Agosto 2010,K,2711.0
Agosto 2010,M,2081.52
Agosto 2010,N,3151.035
Agosto 2010,O,2972.905
Septiembre 2010,A,2268.86
Septiembre 2010,B,4529.675
Septiembre 2010,C,10662.48
Septiembre 2010,D,3646.965
Septiembre 2010,E,6871.6
Septiembre 2010,F,2437.25
Septiembre 2010,G,3048.64
Septiembre 2010,H,2313.845
Septiembre 2010,I,4824.845
Septiembre 2010,J,5451.0
Septiembre 2010,K,2726.71
Septiembre 2010,M,2109.59
Septiembre 2010,N,3381.195
Septiembre 2010,O,3088.525
Octubre 2010,A,2320.62
Octubre 2010,B,4162.91
Octubre 2010,C,10889.1
Octubre 2010,D,3671.765
Octubre 2010,E,6490.61
Octubre 2010,F,2427.59
Octubre 2010,G,3059.41
Octubre 2010,H,2387.59
Octubre 2010,I,4941.825
Octubre 2010,J,6354.94
Octubre 2010,K,2826.44
Octubre 2010,M,2118.87
Octubre 2010,N,3351.36
Octubre 2010,O,3121.86
Noviembre 2010,A,2299.18
Noviembre 2010,B,3979.98
Noviembre 2010,C,11054.43
Noviembre 2010,D,3769.63
Noviembre 2010,E,6583.63
Noviembre 2010,F,2506.56
Noviembre 2010,G,3083.26
Noviembre 2010,H,2399.01
Noviembre 2010,I,5066.73
Noviembre 2010,J,5483.96
Noviembre 2010,K,2829.5
Noviembre 2010,M,2137.51
Noviembre 2010,N,3372.4
Noviembre 2010,O,3169.915
Diciembre 2010,A,3414.56
Diciembre 2010,B,6726.58
Diciembre 2010,C,16075.55
Diciembre 2010,D,5865.23
Diciembre 2010,E,10240.955
Diciembre 2010,F,3750.0
Diciembre 2010,G,4794.79
Diciembre 2010,H,3247.435
Diciembre 2010,I,7328.68
Diciembre 2010,J,8811.22
Diciembre 2010,K,3902.925
Diciembre 2010,M,3070.47
Diciembre 2010,N,5245.94
Diciembre 2010,O,4797.505
Enero 2011,A,2358.56
Enero 2011,B,4120.63
Enero 2011,C,12643.375
Enero 2011,D,4011.81
Enero 2011,E,8291.51
Enero 2011,F,2730.91
Enero 2011,G,3311.27
Enero 2011,H,2527.67
Enero 2011,I,5206.67
Enero 2011,J,6264.25
Enero 2011,K,2914.165
Enero 2011,M,2214.9
Enero 2011,N,3698.11
Enero 2011,O,3379.77
Febrero 2011,A,2358.56
Febrero 2011,B,3870.07
Febrero 2011,C,11718.44
Febrero 2011,D,3775.87
Febrero 2011,E,7920.2
Febrero 2011,F,2644.23
Febrero 2011,G,3293.08
Febrero 2011,H,2469.055
Febrero 2011,I,5093.84
Febrero 2011,J,6010.56
Febrero 2011,K,2846.15
Febrero 2011,M,2195.5
Febrero 2011,N,3703.38
Febrero 2011,O,3371.29
Marzo 2011,A,2370.57
Marzo 2011,B,4353.795
Marzo 2011,C,12499.235
Marzo 2011,D,4035.0
Marzo 2011,E,7993.875
Marzo 2011,F,2888.595
Marzo 2011,G,3345.9
Marzo 2011,H,2603.48
Marzo 2011,I,5353.03
Marzo 2011,J,6296.95
Marzo 2011,K,2996.0
Marzo 2011,M,2611.12
Marzo 2011,N,3766.37
Marzo 2011,O,3519.39
Abril 2011,A,2386.88
Abril 2011,B,4411.11
Abril 2011,C,12971.665
Abril 2011,D,4052.26
Abril 2011,E,7482.3
Abril 2011,F,2706.6
Abril 2011,G,3363.215
Abril 2011,H,2569.3
Abril 2011,I,5587.74
Abril 2011,J,6181.89
Abril 2011,K,2998.91
Abril 2011,M,2671.13
Abril 2011,N,3781.1
Abril 2011,O,3542.12
Mayo 2011,A,2431.08
Mayo 2011,B,4643.435
Mayo 2011,C,16605.26
Mayo 2011,D,4433.645
Mayo 2011,E,8263.34
Mayo 2011,F,3542.56
Mayo 2011,G,3416.0
Mayo 2011,H,2634.72
Mayo 2011,I,5871.66
Mayo 2011,J,6512.035
Mayo 2011,K,3050.0
Mayo 2011,M,2666.34
Mayo 2011,N,3790.16
Mayo 2011,O,3656.0
Junio 2011,A,3490.38
Junio 2011,B,7334.015
Junio 2011,C,18610.6
Junio 2011,D,6615.385
Junio 2011,E,11782.59
Junio 2011,F,4145.46
Junio 2011,G,5867.96
Junio 2011,H,3648.75
Junio 2011,I,8440.245
Junio 2011,J,10191.57
Junio 2011,K,4300.48
Junio 2011,M,3675.52
Junio 2011,N,5702.93
Junio 2011,O,5592.1
Julio 2011,A,2462.02
Julio 2011,B,5309.82
Julio 2011,C,13304.4
Julio 2011,D,4655.46
Julio 2011,E,8568.2
Julio 2011,F,3368.445
Julio 2011,G,3913.475
Julio 2011,H,2809.68
Julio 2011,I,6202.15
Julio 2011,J,6655.86
Julio 2011,K,3570.0
Julio 2011,M,2718.14
Julio 2011,N,3874.64
Julio 2011,O,3892.05
Agosto 2011,A,2478.26
Agosto 2011,B,5812.7
Agosto 2011,C,15592.61
Agosto 2011,D,4784.31
Agosto 2011,E,8480.75
Agosto 2011,F,3241.455
Agosto 2011,G,3938.64
Agosto 2011,H,2987.44
Agosto 2011,I,6246.915
Agosto 2011,J,6896.97
Agosto 2011,K,3562.535
Agosto 2011,M,2711.58
Agosto 2011,N,4290.08
Agosto 2011,O,3997.745
Septiembre 2011,A,2474.225
Septiembre 2011,B,5262.715
Septiembre 2011,C,13682.77
Septiembre 2011,D,4792.835
Septiembre 2011,E,9271.47
Septiembre 2011,F,3575.3
Septiembre 2011,G,4254.0
Septiembre 2011,H,2968.54
Septiembre 2011,I,6293.4
Septiembre 2011,J,7092.15
Septiembre 2011,K,3594.15
Septiembre 2011,M,2733.43
Septiembre 2011,N,4431.44
Septiembre 2011,O,4139.74
Octubre 2011,A,2462.02
Octubre 2011,B,5515.8
Octubre 2011,C,16004.41
Octubre 2011,D,4854.73
Octubre 2011,E,8888.17
Octubre 2011,F,3520.69
Octubre 2011,G,4250.85
Octubre 2011,H,3016.45
Octubre 2011,I,6378.94
Octubre 2011,J,7109.875
Octubre 2011,K,3723.48
Octubre 2011,M,2746.12
Octubre 2011,N,4418.15
Octubre 2011,O,4193.075
Noviembre 2011,A,3315.6
Noviembre 2011,B,5280.95
Noviembre 2011,C,16099.465
Noviembre 2011,D,4940.97
Noviembre 2011,E,8998.12
Noviembre 2011,F,3390.085
Noviembre 2011,G,4285.675
Noviembre 2011,H,3040.16
Noviembre 2011,I,6416.0
Noviembre 2011,J,7307.38
Noviembre 2011,K,3759.25
Noviembre 2011,M,2770.9
Noviembre 2011,N,4435.5
Noviembre 2011,O,4260.055
Diciembre 2011,A,4351.73
Diciembre 2011,B,8640.54
Diciembre 2011,C,20049.205
Diciembre 2011,D,7785.595
Diciembre 2011,E,13638.875
Diciembre 2011,F,4825.15
Diciembre 2011,G,6687.08
Diciembre 2011,H,4143.45
Diciembre 2011,I,9519.69
Diciembre 2011,J,10872.3
Diciembre 2011,K,5267.0
Diciembre 2011,M,3947.8
Diciembre 2011,N,7052.18
Diciembre 2011,O,6481.31
Enero 2012,A,3033.875
Enero 2012,B,4724.725
Enero 2012,C,15696.49
Enero 2012,D,5399.37
Enero 2012,E,10587.78
Enero 2012,F,3640.63
Enero 2012,G,4577.86
Enero 2012,H,3202.1
Enero 2012,I,6658.48
Enero 2012,J,8272.46
Enero 2012,K,3900.0
Enero 2012,M,2818.52
Enero 2012,N,4916.28
Enero 2012,O,4525.45
Febrero 2012,A,3065.685
Febrero 2012,B,4826.35
Febrero 2012,C,14801.0
Febrero 2012,D,5097.03
Febrero 2012,E,9947.31
Febrero 2012,F,3613.64
Febrero 2012,G,4575.16
Febrero 2012,H,3203.74
Febrero 2012,I,6668.26
Febrero 2012,J,8001.57
Febrero 2012,K,3909.19
Febrero 2012,M,2774.33
Febrero 2012,N,5012.15
Febrero 2012,O,4507.41
Marzo 2012,A,3046.04
Marzo 2012,B,5175.71
Marzo 2012,C,15936.385
Marzo 2012,D,5293.4
Marzo 2012,E,10050.38
Marzo 2012,F,3728.75
Marzo 2012,G,4543.12
Marzo 2012,H,3203.9
Marzo 2012,I,6766.9
Marzo 2012,J,8173.79
Marzo 2012,K,3882.44
Marzo 2012,M,3234.8
Marzo 2012,N,4962.92
Marzo 2012,O,4642.12
Abril 2012,A,3046.04
Abril 2012,B,5295.4
