Período,Sector,Remuneracion
Noviembre 2000,H,425.1
Noviembre 2000,I,801.785
Noviembre 2000,J,1181.77
Noviembre 2000,K,427.9
Noviembre 2000,M,420.0
Noviembre 2000,N,560.15
Noviembre 2000,O,528.12
Diciembre 2000,A,450.0
Diciembre 2000,B,1044.155
Diciembre 2000,C,2179.5
Diciembre 2000,D,903.16
Diciembre 2000,E,1911.58
Diciembre 2000,F,446.445
Diciembre 2000,G,693.87
Diciembre 2000,H,619.195
Diciembre 2000,I,1207.55
Diciembre 2000,J,1810.06
Diciembre 2000,K,613.34
Diciembre 2000,M,593.38
Diciembre 2000,N,825.885
Diciembre 2000,O,786.23
Enero 2001,A,313.34
Enero 2001,B,642.83
Enero 2001,C,1500.0
Enero 2001,D,618.89
Enero 2001,E,1375.48
Enero 2001,F,326.86
Enero 2001,G,482.24
Enero 2001,H,440.0
Enero 2001,I,830.0
Enero 2001,J,1219.03
Enero 2001,K,435.0
Enero 2001,M,430.07
Enero 2001,N,585.91
Enero 2001,O,543.78
Febrero 2001,A,316.35
Febrero 2001,B,671.95
Febrero 2001,C,1461.06
Febrero 2001,D,592.7
Febrero 2001,E,1345.195
Febrero 2001,F,305.61
Febrero 2001,G,474.13
Febrero 2001,H,431.15
Febrero 2001,I,820.64
Febrero 2001,J,1238.045
Febrero 2001,K,429.02
Febrero 2001,M,427.98
Febrero 2001,N,577.8
Febrero 2001,O,534.89
Marzo 2001,A,315.31
Marzo 2001,B,868.35
Marzo 2001,C,1426.0
Marzo 2001,D,600.0
Marzo 2001,E,1402.43
Marzo 2001,F,325.0
Marzo 2001,G,469.095
Marzo 2001,H,423.68
Marzo 2001,I,807.66
Marzo 2001,J,1224.0
Marzo 2001,K,427.04
Marzo 2001,M,422.86
Marzo 2001,N,567.89
Marzo 2001,O,537.46
Abril 2001,A,314.83
Abril 2001,B,908.28
Abril 2001,C,1483.74
Abril 2001,D,595.83
Abril 2001,E,1334.35
Abril 2001,F,327.36
Abril 2001,G,472.48
Abril 2001,H,431.33
Abril 2001,I,835.23
Abril 2001,J,1174.91
Abril 2001,K,429.83
Abril 2001,M,427.66
Abril 2001,N,568.44
Abril 2001,O,533.28
Mayo 2001,A,310.05
Mayo 2001,B,1047.71
Mayo 2001,C,1484.61
Mayo 2001,D,613.86
Mayo 2001,E,1279.29
Mayo 2001,F,342.34
Mayo 2001,G,469.81
Mayo 2001,H,430.0
Mayo 2001,I,829.58
Mayo 2001,J,1167.01
Mayo 2001,K,429.14
Mayo 2001,M,426.14
Mayo 2001,N,567.0
Mayo 2001,O,532.68
Junio 2001,A,450.0
Junio 2001,B,1096.96
Junio 2001,C,2250.79
Junio 2001,D,872.58
Junio 2001,E,1923.38
Junio 2001,F,444.35
Junio 2001,G,694.11
Junio 2001,H,609.02
Junio 2001,I,1190.58
Junio 2001,J,1798.0
Junio 2001,K,610.65
Junio 2001,M,568.36
Junio 2001,N,830.4
Junio 2001,O,780.705
Julio 2001,A,310.74
Julio 2001,B,721.34
Julio 2001,C,1479.025
Julio 2001,D,594.87
Julio 2001,E,1260.665
Julio 2001,F,319.775
Julio 2001,G,468.12
Julio 2001,H,425.6
Julio 2001,I,818.3
Julio 2001,J,1175.18
Julio 2001,K,422.5
Julio 2001,M,429.0
Julio 2001,N,564.7
Julio 2001,O,528.5
Agosto 2001,A,313.32
Agosto 2001,B,882.0
Agosto 2001,C,1484.69
Agosto 2001,D,603.08
Agosto 2001,E,1268.55
Agosto 2001,F,328.77
Agosto 2001,G,466.0
Agosto 2001,H,429.53
Agosto 2001,I,815.765
Agosto 2001,J,1205.78
Agosto 2001,K,422.69
Agosto 2001,M,419.88
Agosto 2001,N,560.92
Agosto 2001,O,527.25
Septiembre 2001,A,307.8
Septiembre 2001,B,832.42
Septiembre 2001,C,1498.805
Septiembre 2001,D,572.4
Septiembre 2001,E,1331.255
Septiembre 2001,F,312.56
Septiembre 2001,G,470.99
Septiembre 2001,H,416.445
Septiembre 2001,I,809.44
Septiembre 2001,J,1189.25
Septiembre 2001,K,422.68
Septiembre 2001,M,421.7
Septiembre 2001,N,562.78
Septiembre 2001,O,533.12
Octubre 2001,A,313.5
Octubre 2001,B,878.78
Octubre 2001,C,1650.0
Octubre 2001,D,603.94
Octubre 2001,E,1273.91
Octubre 2001,F,335.87
Octubre 2001,G,466.99
Octubre 2001,H,418.39
Octubre 2001,I,820.6
Octubre 2001,J,1200.0
Octubre 2001,K,412.0
Octubre 2001,M,420.0
Octubre 2001,N,559.54
Octubre 2001,O,528.245
Noviembre 2001,A,312.83
Noviembre 2001,B,807.365
Noviembre 2001,C,1561.825
Noviembre 2001,D,597.13
Noviembre 2001,E,1274.65
Noviembre 2001,F,345.0
Noviembre 2001,G,464.42
Noviembre 2001,H,416.9
Noviembre 2001,I,820.06
Noviembre 2001,J,1200.0
Noviembre 2001,K,421.69
Noviembre 2001,M,421.45
Noviembre 2001,N,558.1
Noviembre 2001,O,524.4
Diciembre 2001,A,452.95
Diciembre 2001,B,1195.665
Diciembre 2001,C,2330.285
Diciembre 2001,D,880.99
Diciembre 2001,E,1922.525
Diciembre 2001,F,470.48
Diciembre 2001,G,694.8
Diciembre 2001,H,600.6
Diciembre 2001,I,1144.41
Diciembre 2001,J,1889.825
Diciembre 2001,K,606.95
Diciembre 2001,M,581.4
Diciembre 2001,N,817.92
Diciembre 2001,O,774.46
Enero 2002,A,317.4
Enero 2002,B,704.61
Enero 2002,C,1625.0
Enero 2002,D,597.27
Enero 2002,E,1358.625
Enero 2002,F,363.84
Enero 2002,G,478.1
Enero 2002,H,428.8
Enero 2002,I,834.97
Enero 2002,J,1286.715
Enero 2002,K,433.33
Enero 2002,M,429.0
Enero 2002,N,573.36
Enero 2002,O,544.665
Febrero 2002,A,318.5
Febrero 2002,B,723.04
Febrero 2002,C,1525.255
Febrero 2002,D,570.08
Febrero 2002,E,1357.86
Febrero 2002,F,355.98
Febrero 2002,G,470.67
Febrero 2002,H,420.0
Febrero 2002,I,825.565
Febrero 2002,J,1310.37
Febrero 2002,K,428.06
Febrero 2002,M,424.0
Febrero 2002,N,568.105
Febrero 2002,O,538.06
Marzo 2002,A,317.745
Marzo 2002,B,800.0
Marzo 2002,C,1494.675
Marzo 2002,D,572.69
Marzo 2002,E,1333.2
Marzo 2002,F,370.62
Marzo 2002,G,466.9
Marzo 2002,H,413.55
Marzo 2002,I,819.96
Marzo 2002,J,1204.17
Marzo 2002,K,427.9
Marzo 2002,M,419.76
Marzo 2002,N,561.6
Marzo 2002,O,542.49
Abril 2002,A,315.0
Abril 2002,B,1044.835
Abril 2002,C,1576.0
Abril 2002,D,593.005
Abril 2002,E,1322.41
Abril 2002,F,381.775
Abril 2002,G,467.7
Abril 2002,H,416.58
Abril 2002,I,823.47
Abril 2002,J,1179.12
Abril 2002,K,429.04
Abril 2002,M,420.66
Abril 2002,N,557.6
Abril 2002,O,533.19
Mayo 2002,A,314.26
Mayo 2002,B,1049.3
Mayo 2002,C,1602.0
Mayo 2002,D,613.09
Mayo 2002,E,1250.645
Mayo 2002,F,385.01
Mayo 2002,G,464.24
Mayo 2002,H,416.3
Mayo 2002,I,822.41
Mayo 2002,J,1175.0
Mayo 2002,K,428.0
Mayo 2002,M,414.93
Mayo 2002,N,557.91
Mayo 2002,O,534.41
Junio 2002,A,455.41
Junio 2002,B,1459.035
Junio 2002,C,2390.32
Junio 2002,D,858.23
Junio 2002,E,1884.0
Junio 2002,F,505.5
Junio 2002,G,693.61
Junio 2002,H,589.975
Junio 2002,I,1164.29
Junio 2002,J,1845.02
Junio 2002,K,613.57
Junio 2002,M,548.66
Junio 2002,N,814.68
Junio 2002,O,777.74
Julio 2002,A,320.44
Julio 2002,B,1006.39
Julio 2002,C,1775.865
Julio 2002,D,657.945
Julio 2002,E,1301.14
Julio 2002,F,410.98
Julio 2002,G,508.95
Julio 2002,H,438.11
Julio 2002,I,856.34
Julio 2002,J,1215.42
Julio 2002,K,463.52
Julio 2002,M,425.84
Julio 2002,N,585.845
Julio 2002,O,562.87
Agosto 2002,A,344.42
Agosto 2002,B,978.78
Agosto 2002,C,1781.97
Agosto 2002,D,653.7
Agosto 2002,E,1332.435
Agosto 2002,F,409.5
Agosto 2002,G,511.32
Agosto 2002,H,446.66
Agosto 2002,I,862.085
Agosto 2002,J,1215.0
Agosto 2002,K,469.485
Agosto 2002,M,421.45
Agosto 2002,N,588.34
Agosto 2002,O,564.56
Septiembre 2002,A,343.45
Septiembre 2002,B,957.16
Septiembre 2002,C,1799.87
Septiembre 2002,D,643.38
Septiembre 2002,E,1395.46
Septiembre 2002,F,398.31
Septiembre 2002,G,515.39
Septiembre 2002,H,438.1
Septiembre 2002,I,857.64
Septiembre 2002,J,1214.25
Septiembre 2002,K,465.28
Septiembre 2002,M,417.65
Septiembre 2002,N,592.105
Septiembre 2002,O,567.7
Octubre 2002,A,371.61
Octubre 2002,B,995.705
Octubre 2002,C,1866.42
Octubre 2002,D,680.62
Octubre 2002,E,1399.9
Octubre 2002,F,419.12
Octubre 2002,G,531.64
Octubre 2002,H,454.91
Octubre 2002,I,881.755
Octubre 2002,J,1300.0
Octubre 2002,K,488.13
Octubre 2002,M,421.45
Octubre 2002,N,602.41
Octubre 2002,O,579.55
Noviembre 2002,A,372.34
Noviembre 2002,B,1058.81
Noviembre 2002,C,1863.445
Noviembre 2002,D,663.82
Noviembre 2002,E,1388.535
Noviembre 2002,F,405.42
Noviembre 2002,G,530.42
Noviembre 2002,H,452.64
Noviembre 2002,I,869.68
Noviembre 2002,J,1300.0
Noviembre 2002,K,483.25
Noviembre 2002,M,422.225
Noviembre 2002,N,602.02
Noviembre 2002,O,578.51
Diciembre 2002,A,509.49
Diciembre 2002,B,1537.65
Diciembre 2002,C,2848.97
Diciembre 2002,D,998.63
Diciembre 2002,E,2064.22
Diciembre 2002,F,542.19
Diciembre 2002,G,755.57
Diciembre 2002,H,643.44
Diciembre 2002,I,1241.44
Diciembre 2002,J,1906.3
Diciembre 2002,K,661.73
Diciembre 2002,M,587.76
Diciembre 2002,N,865.415
Diciembre 2002,O,832.75
Enero 2003,A,400.06
Enero 2003,B,939.31
Enero 2003,C,2032.435
Enero 2003,D,712.7
Enero 2003,E,1525.315
Enero 2003,F,433.07
Enero 2003,G,566.325
Enero 2003,H,489.0
Enero 2003,I,905.905
Enero 2003,J,1430.0
Enero 2003,K,517.665
Enero 2003,M,429.22
Enero 2003,N,645.42
Enero 2003,O,619.165
Febrero 2003,A,407.75
Febrero 2003,B,961.43
Febrero 2003,C,1978.125
Febrero 2003,D,686.635
Febrero 2003,E,1505.555
Febrero 2003,F,409.07
Febrero 2003,G,562.81
Febrero 2003,H,481.58
Febrero 2003,I,899.075
Febrero 2003,J,1356.98
Febrero 2003,K,505.24
Febrero 2003,M,429.64
Febrero 2003,N,641.87
Febrero 2003,O,611.0
Marzo 2003,A,420.0
Marzo 2003,B,1181.91
Marzo 2003,C,1952.21
Marzo 2003,D,709.61
Marzo 2003,E,1581.225
Marzo 2003,F,436.0
Marzo 2003,G,578.15
Marzo 2003,H,482.7
Marzo 2003,I,912.6
Marzo 2003,J,1333.5
Marzo 2003,K,523.74
Marzo 2003,M,425.02
Marzo 2003,N,650.0
Marzo 2003,O,626.0
Abril 2003,A,415.58
Abril 2003,B,1251.79
Abril 2003,C,2084.0
Abril 2003,D,716.06
Abril 2003,E,1498.015
Abril 2003,F,442.295
Abril 2003,G,580.08
Abril 2003,H,487.115
Abril 2003,I,923.005
Abril 2003,J,1337.34
Abril 2003,K,519.0
Abril 2003,M,431.48
Abril 2003,N,651.215
Abril 2003,O,622.53
Mayo 2003,A,428.1
Mayo 2003,B,1173.72
Mayo 2003,C,2056.26
Mayo 2003,D,759.745
Mayo 2003,E,1523.46
Mayo 2003,F,483.66
Mayo 2003,G,615.99
Mayo 2003,H,502.72
Mayo 2003,I,956.58
Mayo 2003,J,1350.0
Mayo 2003,K,560.02
Mayo 2003,M,431.41
Mayo 2003,N,682.78
Mayo 2003,O,651.24
Junio 2003,A,631.78
Junio 2003,B,1747.375
Junio 2003,C,3387.0
Junio 2003,D,1019.15
Junio 2003,E,2168.1
Junio 2003,F,579.82
Junio 2003,G,834.02
Junio 2003,H,682.56
Junio 2003,I,1333.955
Junio 2003,J,1996.185
Junio 2003,K,735.95
Junio 2003,M,581.65
Junio 2003,N,940.0
Junio 2003,O,903.4
Julio 2003,A,544.65
Julio 2003,B,1069.41
Julio 2003,C,2191.03
Julio 2003,D,766.0
Julio 2003,E,1522.9
Julio 2003,F,487.195
Julio 2003,G,629.57
Julio 2003,H,518.5
Julio 2003,I,970.21
Julio 2003,J,1359.0
Julio 2003,K,576.66
Julio 2003,M,434.38
Julio 2003,N,700.81
Julio 2003,O,666.57
Agosto 2003,A,550.0
Agosto 2003,B,1050.37
Agosto 2003,C,2188.0
Agosto 2003,D,765.26
Agosto 2003,E,1530.29
Agosto 2003,F,475.5
Agosto 2003,G,631.0
Agosto 2003,H,549.735
Agosto 2003,I,993.99
Agosto 2003,J,1401.71
Agosto 2003,K,583.09
Agosto 2003,M,433.74
Agosto 2003,N,709.0
Agosto 2003,O,677.435
Septiembre 2003,A,557.0
Septiembre 2003,B,1076.33
Septiembre 2003,C,2203.07
Septiembre 2003,D,782.83
Septiembre 2003,E,1633.055
Septiembre 2003,F,489.75
Septiembre 2003,G,646.94
Septiembre 2003,H,560.0
Septiembre 2003,I,1007.95
Septiembre 2003,J,1409.05
Septiembre 2003,K,585.75
Septiembre 2003,M,439.59
Septiembre 2003,N,725.095
Septiembre 2003,O,696.22
Octubre 2003,A,565.95
Octubre 2003,B,1173.88
Octubre 2003,C,2245.46
Octubre 2003,D,823.89
Octubre 2003,E,1560.52
Octubre 2003,F,516.655
Octubre 2003,G,650.88
Octubre 2003,H,584.85
Octubre 2003,I,1045.635
Octubre 2003,J,1420.75
Octubre 2003,K,606.36
Octubre 2003,M,438.64
Octubre 2003,N,742.085
Octubre 2003,O,707.19
Noviembre 2003,A,561.375
Noviembre 2003,B,1150.28
Noviembre 2003,C,2250.0
Noviembre 2003,D,807.59
Noviembre 2003,E,1629.85
Noviembre 2003,F,498.45
Noviembre 2003,G,655.9
Noviembre 2003,H,595.11
Noviembre 2003,I,1026.66
Noviembre 2003,J,1409.98
Noviembre 2003,K,607.24
Noviembre 2003,M,453.58
Noviembre 2003,N,752.525
Noviembre 2003,O,711.53
Diciembre 2003,A,810.0
Diciembre 2003,B,1859.42
Diciembre 2003,C,3374.095
Diciembre 2003,D,1259.77
Diciembre 2003,E,2441.12
Diciembre 2003,F,726.605
Diciembre 2003,G,971.92
Diciembre 2003,H,862.88
Diciembre 2003,I,1525.99
Diciembre 2003,J,2187.635
Diciembre 2003,K,871.13
Diciembre 2003,M,605.0
Diciembre 2003,N,1113.86
Diciembre 2003,O,1054.58
Enero 2004,A,570.595
Enero 2004,B,1175.97
Enero 2004,C,2386.58
Enero 2004,D,893.98
Enero 2004,E,1806.34
Enero 2004,F,580.74
Enero 2004,G,728.96
Enero 2004,H,670.8
Enero 2004,I,1136.74
Enero 2004,J,1794.065
Enero 2004,K,672.7
Enero 2004,M,456.6
Enero 2004,N,839.25
Enero 2004,O,787.81
Febrero 2004,A,577.5
Febrero 2004,B,1137.36
Febrero 2004,C,2319.625
Febrero 2004,D,890.28
Febrero 2004,E,1782.855
Febrero 2004,F,580.11
Febrero 2004,G,740.4
Febrero 2004,H,682.28
Febrero 2004,I,1172.66
Febrero 2004,J,1656.25
Febrero 2004,K,679.96
Febrero 2004,M,472.34
Febrero 2004,N,853.88
Febrero 2004,O,795.8
Marzo 2004,A,610.5
Marzo 2004,B,1553.29
Marzo 2004,C,2422.21
Marzo 2004,D,938.91
Marzo 2004,E,1849.12
Marzo 2004,F,632.01
Marzo 2004,G,736.11
Marzo 2004,H,677.735
Marzo 2004,I,1195.6
Marzo 2004,J,1610.505
Marzo 2004,K,689.36
Marzo 2004,M,469.88
Marzo 2004,N,848.26
Marzo 2004,O,801.21
Abril 2004,A,594.525
Abril 2004,B,1367.6
Abril 2004,C,2346.15
Abril 2004,D,919.77
Abril 2004,E,1751.58
Abril 2004,F,608.92
Abril 2004,G,739.56
Abril 2004,H,691.94
Abril 2004,I,1210.95
Abril 2004,J,1589.46
Abril 2004,K,693.78
Abril 2004,M,476.58
Abril 2004,N,853.29
Abril 2004,O,798.83
Mayo 2004,A,593.095
Mayo 2004,B,1350.0
Mayo 2004,C,2401.67
Mayo 2004,D,920.34
Mayo 2004,E,1703.01
Mayo 2004,F,606.0
Mayo 2004,G,733.06
Mayo 2004,H,690.7
Mayo 2004,I,1210.58
Mayo 2004,J,1563.36
Mayo 2004,K,694.865
Mayo 2004,M,473.23
Mayo 2004,N,846.485
Mayo 2004,O,794.0
Junio 2004,A,858.0
Junio 2004,B,2115.61
Junio 2004,C,3552.06
Junio 2004,D,1344.76
Junio 2004,E,2532.48
Junio 2004,F,824.59
Junio 2004,G,1073.21
Junio 2004,H,960.615
Junio 2004,I,1736.88
Junio 2004,J,2350.845
Junio 2004,K,974.22
Junio 2004,M,646.32
Junio 2004,N,1220.87
Junio 2004,O,1156.105
Julio 2004,A,599.5
Julio 2004,B,1175.2
Julio 2004,C,2336.75
Julio 2004,D,932.42
Julio 2004,E,1728.68
Julio 2004,F,603.53
Julio 2004,G,732.6
Julio 2004,H,683.0
Julio 2004,I,1198.48
Julio 2004,J,1581.39
Julio 2004,K,690.4
Julio 2004,M,499.6
Julio 2004,N,846.53
Julio 2004,O,786.54
Agosto 2004,A,598.51
Agosto 2004,B,1246.82
Agosto 2004,C,2333.86
Agosto 2004,D,936.0
Agosto 2004,E,1704.99
Agosto 2004,F,600.0
Agosto 2004,G,730.93
Agosto 2004,H,693.26
Agosto 2004,I,1200.55
Agosto 2004,J,1588.475
Agosto 2004,K,688.06
Agosto 2004,M,505.3
Agosto 2004,N,845.39
Agosto 2004,O,783.88
Septiembre 2004,A,599.5
Septiembre 2004,B,1178.095
Septiembre 2004,C,2355.23
Septiembre 2004,D,931.1
Septiembre 2004,E,1847.82
Septiembre 2004,F,597.67
Septiembre 2004,G,740.8
Septiembre 2004,H,677.15
Septiembre 2004,I,1201.9
Septiembre 2004,J,1585.77
Septiembre 2004,K,688.32
Septiembre 2004,M,511.615
Septiembre 2004,N,847.1
Septiembre 2004,O,791.4
Octubre 2004,A,602.68
Octubre 2004,B,1193.95
Octubre 2004,C,2366.89
Octubre 2004,D,930.84
Octubre 2004,E,1737.49
Octubre 2004,F,591.77
Octubre 2004,G,731.83
Octubre 2004,H,682.8
Octubre 2004,I,1219.75
Octubre 2004,J,1593.0
Octubre 2004,K,687.28
Octubre 2004,M,515.71
Octubre 2004,N,845.245
Octubre 2004,O,787.1
Noviembre 2004,A,604.16
Noviembre 2004,B,1266.53
Noviembre 2004,C,2363.0
Noviembre 2004,D,949.0
Noviembre 2004,E,1809.35
Noviembre 2004,F,605.96
Noviembre 2004,G,729.74
Noviembre 2004,H,677.15
Noviembre 2004,I,1206.765
Noviembre 2004,J,1582.985
Noviembre 2004,K,688.06
Noviembre 2004,M,522.0
Noviembre 2004,N,841.335
Noviembre 2004,O,785.62
Diciembre 2004,A,874.5
Diciembre 2004,B,1873.5
Diciembre 2004,C,3821.25
Diciembre 2004,D,1470.47
Diciembre 2004,E,2644.775
Diciembre 2004,F,843.85
Diciembre 2004,G,1073.61
Diciembre 2004,H,964.905
Diciembre 2004,I,1794.235
Diciembre 2004,J,2442.19
Diciembre 2004,K,985.48
Diciembre 2004,M,734.61
Diciembre 2004,N,1236.6
Diciembre 2004,O,1151.99
Enero 2005,A,616.0
Enero 2005,B,1200.0
Enero 2005,C,2914.68
Enero 2005,D,1043.6
Enero 2005,E,1996.075
Enero 2005,F,662.69
Enero 2005,G,829.49
Enero 2005,H,749.0
Enero 2005,I,1295.14
Enero 2005,J,1776.19
Enero 2005,K,772.32
Enero 2005,M,564.48
Enero 2005,N,945.645
Enero 2005,O,872.1
Febrero 2005,A,615.985
Febrero 2005,B,1347.51
Febrero 2005,C,2670.68
Febrero 2005,D,990.23
Febrero 2005,E,1970.585
Febrero 2005,F,648.91
Febrero 2005,G,824.0
Febrero 2005,H,741.12
Febrero 2005,I,1269.87
Febrero 2005,J,1701.295
Febrero 2005,K,755.135
Febrero 2005,M,580.25
Febrero 2005,N,929.75
Febrero 2005,O,853.77
Marzo 2005,A,616.0
Marzo 2005,B,1507.175
Marzo 2005,C,2662.085
Marzo 2005,D,1041.62
Marzo 2005,E,2041.335
Marzo 2005,F,706.48
Marzo 2005,G,824.3
Marzo 2005,H,740.9
Marzo 2005,I,1298.54
Marzo 2005,J,1639.55
Marzo 2005,K,770.25
Marzo 2005,M,580.25
Marzo 2005,N,929.76
Marzo 2005,O,874.38
Abril 2005,A,612.7
Abril 2005,B,1513.42
Abril 2005,C,2700.06
Abril 2005,D,1058.4
Abril 2005,E,1938.56
Abril 2005,F,800.17
Abril 2005,G,842.81
Abril 2005,H,780.21
Abril 2005,I,1356.42
Abril 2005,J,1645.02
Abril 2005,K,798.06
Abril 2005,M,628.79
Abril 2005,N,954.1
Abril 2005,O,892.55
Mayo 2005,A,613.585
Mayo 2005,B,1605.73
Mayo 2005,C,2794.98
Mayo 2005,D,1095.05
Mayo 2005,E,1963.535
Mayo 2005,F,806.355
Mayo 2005,G,841.76
Mayo 2005,H,781.18
Mayo 2005,I,1416.86
Mayo 2005,J,1696.84
Mayo 2005,K,802.53
Mayo 2005,M,629.63
Mayo 2005,N,955.04
Mayo 2005,O,891.865
Junio 2005,A,881.065
Junio 2005,B,2569.125
Junio 2005,C,4250.5
Junio 2005,D,1562.84
Junio 2005,E,2817.29
Junio 2005,F,1021.04
Junio 2005,G,1208.95
Junio 2005,H,1069.96
Junio 2005,I,2010.95
Junio 2005,J,2695.22
Junio 2005,K,1105.77
Junio 2005,M,855.75
Junio 2005,N,1364.76
Junio 2005,O,1273.76
Julio 2005,A,638.0
Julio 2005,B,1569.165
Julio 2005,C,2829.06
Julio 2005,D,1113.68
Julio 2005,E,2019.43
Julio 2005,F,796.585
Julio 2005,G,946.84
Julio 2005,H,786.9
Julio 2005,I,1441.57
Julio 2005,J,1815.4
Julio 2005,K,860.97
Julio 2005,M,629.63
Julio 2005,N,969.42
Julio 2005,O,936.56
Agosto 2005,A,650.0
Agosto 2005,B,1500.0
Agosto 2005,C,2890.75
Agosto 2005,D,1170.865
Agosto 2005,E,2007.78
Agosto 2005,F,813.01
Agosto 2005,G,1012.745
Agosto 2005,H,805.48
Agosto 2005,I,1455.0
Agosto 2005,J,1816.72
Agosto 2005,K,886.22
Agosto 2005,M,672.0
Agosto 2005,N,979.2
Agosto 2005,O,973.695
Septiembre 2005,A,642.38
Septiembre 2005,B,1416.39
Septiembre 2005,C,2846.88
Septiembre 2005,D,1200.0
Septiembre 2005,E,2267.67
Septiembre 2005,F,802.865
Septiembre 2005,G,1034.14
Septiembre 2005,H,787.565
Septiembre 2005,I,1480.0
Septiembre 2005,J,1836.39
Septiembre 2005,K,922.25
Septiembre 2005,M,679.02
Septiembre 2005,N,993.685
Septiembre 2005,O,985.59
Octubre 2005,A,734.21
Octubre 2005,B,1469.8
Octubre 2005,C,3189.66
Octubre 2005,D,1230.11
Octubre 2005,E,2143.65
Octubre 2005,F,829.8
Octubre 2005,G,1027.59
Octubre 2005,H,835.95
Octubre 2005,I,1551.43
Octubre 2005,J,1866.035
Octubre 2005,K,938.19
Octubre 2005,M,694.04
Octubre 2005,N,1033.22
Octubre 2005,O,1005.22
Noviembre 2005,A,708.53
Noviembre 2005,B,1655.79
Noviembre 2005,C,3238.35
Noviembre 2005,D,1256.37
Noviembre 2005,E,2250.94
Noviembre 2005,F,868.625
Noviembre 2005,G,1026.47
Noviembre 2005,H,839.49
Noviembre 2005,I,1595.32
Noviembre 2005,J,1880.26
Noviembre 2005,K,951.47
Noviembre 2005,M,700.12
Noviembre 2005,N,1036.65
Noviembre 2005,O,1008.365
Diciembre 2005,A,1017.665
Diciembre 2005,B,2476.33
Diciembre 2005,C,4807.82
Diciembre 2005,D,1923.61
Diciembre 2005,E,3339.41
Diciembre 2005,F,1194.03
Diciembre 2005,G,1540.46
Diciembre 2005,H,1210.99
Diciembre 2005,I,2346.57
Diciembre 2005,J,2935.49
Diciembre 2005,K,1344.0
Diciembre 2005,M,1018.52
Diciembre 2005,N,1628.3
Diciembre 2005,O,1513.635
Enero 2006,A,708.84
Enero 2006,B,1619.04
Enero 2006,C,3437.075
Enero 2006,D,1309.84
Enero 2006,E,2466.46
Enero 2006,F,918.0
Enero 2006,G,1053.34
Enero 2006,H,937.11
Enero 2006,I,1657.5
Enero 2006,J,2222.21
Enero 2006,K,972.0
Enero 2006,M,719.05
Enero 2006,N,1205.81
Enero 2006,O,1063.325
Febrero 2006,A,708.66
Febrero 2006,B,1701.32
Febrero 2006,C,3237.525
Febrero 2006,D,1221.64
Febrero 2006,E,2382.24
Febrero 2006,F,879.67
Febrero 2006,G,1039.81
Febrero 2006,H,923.95
Febrero 2006,I,1644.3
Febrero 2006,J,2000.0
Febrero 2006,K,955.59
Febrero 2006,M,740.73
Febrero 2006,N,1199.625
Febrero 2006,O,1049.37
Marzo 2006,A,708.84
Marzo 2006,B,2057.68
Marzo 2006,C,3121.2
Marzo 2006,D,1304.72
Marzo 2006,E,2481.85
Marzo 2006,F,950.44
Marzo 2006,G,1035.42
Marzo 2006,H,930.145
Marzo 2006,I,1664.84
Marzo 2006,J,1945.4
Marzo 2006,K,972.72
Marzo 2006,M,808.35
Marzo 2006,N,1209.715
Marzo 2006,O,1074.0
Abril 2006,A,701.82
Abril 2006,B,1937.4
Abril 2006,C,3229.06
Abril 2006,D,1279.21
Abril 2006,E,2395.01
Abril 2006,F,940.99
Abril 2006,G,1074.28
Abril 2006,H,956.21
Abril 2006,I,1800.305
Abril 2006,J,2061.0
Abril 2006,K,985.71
Abril 2006,M,826.71
Abril 2006,N,1253.59
Abril 2006,O,1100.0
Mayo 2006,A,797.1
Mayo 2006,B,2175.595
Mayo 2006,C,3630.0
Mayo 2006,D,1369.31
Mayo 2006,E,2369.43
Mayo 2006,F,1003.93
Mayo 2006,G,1116.3
Mayo 2006,H,967.02
Mayo 2006,I,1826.415
Mayo 2006,J,2075.175
Mayo 2006,K,1013.365
Mayo 2006,M,827.615
Mayo 2006,N,1269.53
Mayo 2006,O,1127.74
Junio 2006,A,1162.225
Junio 2006,B,3195.615
Junio 2006,C,5379.31
Junio 2006,D,2001.88
Junio 2006,E,3486.85
Junio 2006,F,1370.96
Junio 2006,G,1635.3
Junio 2006,H,1338.705
Junio 2006,I,2616.47
Junio 2006,J,3093.68
Junio 2006,K,1435.96
Junio 2006,M,1186.155
Junio 2006,N,1889.155
Junio 2006,O,1653.01
Julio 2006,A,835.16
Julio 2006,B,2243.24
Julio 2006,C,3591.52
Julio 2006,D,1443.12
Julio 2006,E,2455.07
Julio 2006,F,1041.92
Julio 2006,G,1136.34
Julio 2006,H,972.4
Julio 2006,I,1876.45
Julio 2006,J,2114.885
Julio 2006,K,1027.75
Julio 2006,M,841.88
Julio 2006,N,1312.335
Julio 2006,O,1147.975
Agosto 2006,A,842.18
Agosto 2006,B,2292.06
Agosto 2006,C,3628.0
Agosto 2006,D,1492.38
Agosto 2006,E,2456.05
Agosto 2006,F,1081.3
Agosto 2006,G,1183.11
Agosto 2006,H,1000.7
Agosto 2006,I,1900.0
Agosto 2006,J,2118.0
Agosto 2006,K,1085.55
Agosto 2006,M,843.0
Agosto 2006,N,1317.97
Agosto 2006,O,1178.91
Septiembre 2006,A,834.89
Septiembre 2006,B,2075.01
Septiembre 2006,C,3681.04
Septiembre 2006,D,1453.01
