Sector,Período,Empleo
14,3º Trim 2017,12043.0
14,4º Trim 2017,12438.0
14,1º Trim 2018,12857.0
14,2º Trim 2018,12947.0
14,3º Trim 2018,13002.0
14,4º Trim 2018,13212.0
14,1º Trim 2019,13497.0
14,2º Trim 2019,13358.0
14,3º Trim 2019,13300.0
14,4º Trim 2019,13307.0
14,1º Trim 2020,13464.0
14,2º Trim 2020,13187.0
14,3º Trim 2020,13139.0
14,4º Trim 2020,13392.0
14,1º Trim 2021,13857.0
14,2º Trim 2021,13850.0
14,3º Trim 2021,14047.0
14,4º Trim 2021,14465.0
14,1º Trim 2022,14998.0
14,2º Trim 2022,15343.0
14,3º Trim 2022,15873.0
14,4º Trim 2022,16342.0
14,1º Trim 2023,16843.0
14,2º Trim 2023,17188.0
14,3º Trim 2023,17496.0
14,4º Trim 2023,17738.0
14,1º Trim 2024,17964.0
14,2º Trim 2024,17479.0
14,3º Trim 2024,17234.0
14,4º Trim 2024,17178.0
14,1º Trim 2025,17217.0
14,2º Trim 2025,17140.0
15,1º Trim 1996,272516.0
15,2º Trim 1996,270466.0
15,3º Trim 1996,267949.0
15,4º Trim 1996,273283.0
15,1º Trim 1997,280894.0
15,2º Trim 1997,278010.0
15,3º Trim 1997,272517.0
15,4º Trim 1997,276055.0
15,1º Trim 1998,280575.0
15,2º Trim 1998,277829.0
15,3º Trim 1998,272357.0
15,4º Trim 1998,274940.0
15,1º Trim 1999,274080.0
15,2º Trim 1999,266833.0
15,3º Trim 1999,262549.0
15,4º Trim 1999,264244.0
15,1º Trim 2000,265877.0
15,2º Trim 2000,257127.0
15,3º Trim 2000,255717.0
15,4º Trim 2000,254072.0
15,1º Trim 2001,257051.0
15,2º Trim 2001,251724.0
15,3º Trim 2001,246683.0
15,4º Trim 2001,242656.0
15,1º Trim 2002,236666.0
15,2º Trim 2002,236090.0
15,3º Trim 2002,234997.0
15,4º Trim 2002,235985.0
15,1º Trim 2003,245379.0
15,2º Trim 2003,246722.0
15,3º Trim 2003,248314.0
15,4º Trim 2003,253239.0
15,1º Trim 2004,265843.0
15,2º Trim 2004,265933.0
15,3º Trim 2004,269324.0
15,4º Trim 2004,276037.0
15,1º Trim 2005,286610.0
15,2º Trim 2005,283928.0
15,3º Trim 2005,282467.0
15,4º Trim 2005,288993.0
15,1º Trim 2006,300082.0
15,2º Trim 2006,297769.0
15,3º Trim 2006,297501.0
15,4º Trim 2006,303760.0
15,1º Trim 2007,314126.0
15,2º Trim 2007,312983.0
15,3º Trim 2007,314223.0
15,4º Trim 2007,320079.0
15,1º Trim 2008,332447.0
