Sector,Período,Empleo
Industria,1º Trim 1996,883197.0
Industria,2º Trim 1996,890840.0
Industria,3º Trim 1996,896864.0
Industria,4º Trim 1996,910881.0
Industria,1º Trim 1997,922208.0
Industria,2º Trim 1997,933274.0
Industria,3º Trim 1997,933628.0
Industria,4º Trim 1997,947176.0
Industria,1º Trim 1998,952594.0
Industria,2º Trim 1998,954636.0
Industria,3º Trim 1998,947506.0
Industria,4º Trim 1998,941533.0
Industria,1º Trim 1999,927697.0
Industria,2º Trim 1999,905706.0
Industria,3º Trim 1999,886550.0
Industria,4º Trim 1999,880966.0
Industria,1º Trim 2000,875396.0
Industria,2º Trim 2000,857223.0
Industria,3º Trim 2000,848858.0
Industria,4º Trim 2000,846626.0
Industria,1º Trim 2001,843744.0
Industria,2º Trim 2001,828122.0
Industria,3º Trim 2001,806292.0
Industria,4º Trim 2001,780250.0
Industria,1º Trim 2002,743676.0
Industria,2º Trim 2002,729583.0
Industria,3º Trim 2002,724205.0
Industria,4º Trim 2002,732569.0
Industria,1º Trim 2003,755699.0
Industria,2º Trim 2003,772025.0
Industria,3º Trim 2003,794857.0
Industria,4º Trim 2003,823010.0
Industria,1º Trim 2004,855787.0
Industria,2º Trim 2004,872803.0
Industria,3º Trim 2004,894974.0
Industria,4º Trim 2004,923362.0
Industria,1º Trim 2005,948658.0
Industria,2º Trim 2005,965639.0
Industria,3º Trim 2005,981353.0
Industria,4º Trim 2005,1009228.0
Industria,1º Trim 2006,1033541.0
Industria,2º Trim 2006,1048096.0
Industria,3º Trim 2006,1061904.0
Industria,4º Trim 2006,1084728.0
Industria,1º Trim 2007,1107296.0
Industria,2º Trim 2007,1121183.0
Industria,3º Trim 2007,1138837.0
Industria,4º Trim 2007,1163424.0
Industria,1º Trim 2008,1186457.0
Industria,2º Trim 2008,1201742.0
Industria,3º Trim 2008,1206316.0
Industria,4º Trim 2008,1201653.0
Industria,1º Trim 2009,1185485.0
Industria,2º Trim 2009,1166202.0
Industria,3º Trim 2009,1164604.0
Industria,4º Trim 2009,1175220.0
Industria,1º Trim 2010,1187107.0
Industria,2º Trim 2010,1196042.0
Industria,3º Trim 2010,1202605.0
Industria,4º Trim 2010,1215655.0
Industria,1º Trim 2011,1235699.0
Industria,2º Trim 2011,1248802.0
Industria,3º Trim 2011,1258368.0
Industria,4º Trim 2011,1272366.0
Industria,1º Trim 2012,1274608.0
Industria,2º Trim 2012,1270356.0
Industria,3º Trim 2012,1268079.0
