Período,Sector,Altas,Bajas,Creacion_Neta
2º Trim 2014,E,1455.0,519.0,936.0
1º Trim 2015,E,933.0,368.0,565.0
1º Trim 2015,E,1318.0,479.0,839.0
1º Trim 2015,E,1316.0,512.0,804.0
2º Trim 2015,E,762.0,439.0,323.0
1º Trim 2016,E,724.0,444.0,280.0
1º Trim 2016,E,542.0,521.0,21.0
1º Trim 2016,E,658.0,310.0,348.0
2º Trim 2016,E,741.0,412.0,329.0
1º Trim 2017,E,1200.0,411.0,789.0
1º Trim 2017,E,930.0,629.0,301.0
1º Trim 2017,E,1078.0,501.0,577.0
2º Trim 2017,E,1090.0,478.0,612.0
1º Trim 2018,E,943.0,576.0,367.0
1º Trim 2018,E,648.0,746.0,-98.0
1º Trim 2018,E,857.0,1015.0,-158.0
2º Trim 2018,E,722.0,764.0,-42.0
1º Trim 2019,E,1012.0,878.0,134.0
1º Trim 2019,E,764.0,693.0,71.0
1º Trim 2019,E,613.0,520.0,93.0
2º Trim 2019,E,497.0,662.0,-165.0
1º Trim 2020,E,471.0,840.0,-369.0
1º Trim 2020,E,215.0,483.0,-268.0
1º Trim 2020,E,379.0,265.0,114.0
2º Trim 2020,E,457.0,349.0,108.0
1º Trim 2021,E,649.0,339.0,310.0
1º Trim 2021,E,498.0,417.0,81.0
1º Trim 2021,E,503.0,468.0,35.0
2º Trim 2021,E,575.0,439.0,136.0
1º Trim 2022,E,663.0,518.0,145.0
1º Trim 2022,E,693.0,577.0,116.0
1º Trim 2022,E,888.0,431.0,457.0
2º Trim 2022,E,872.0,361.0,511.0
1º Trim 2023,E,726.0,412.0,314.0
1º Trim 2023,E,557.0,545.0,12.0
1º Trim 2023,E,768.0,352.0,416.0
2º Trim 2023,E,982.0,340.0,642.0
1º Trim 2024,E,604.0,478.0,126.0
1º Trim 2024,E,430.0,1017.0,-587.0
1º Trim 2024,E,601.0,1146.0,-545.0
2º Trim 2024,E,627.0,649.0,-22.0
1º Trim 2025,E,570.0,577.0,-7.0
1º Trim 2025,E,738.0,496.0,242.0
1º Trim 1996,F,28846.0,24739.0,4107.0
1º Trim 1996,F,40076.0,24180.0,15896.0
2º Trim 1996,F,38638.0,24605.0,14033.0
1º Trim 1997,F,44393.0,28481.0,15912.0
1º Trim 1997,F,38662.0,34841.0,3821.0
1º Trim 1997,F,41806.0,31751.0,10055.0
2º Trim 1997,F,41844.0,31994.0,9850.0
1º Trim 1998,F,40751.0,36531.0,4220.0
1º Trim 1998,F,37561.0,36735.0,826.0
1º Trim 1998,F,44392.0,36498.0,7894.0
2º Trim 1998,F,42525.0,36018.0,6507.0
1º Trim 1999,F,40687.0,41155.0,-468.0
1º Trim 1999,F,38624.0,41268.0,-2644.0
1º Trim 1999,F,39210.0,44058.0,-4848.0
2º Trim 1999,F,34894.0,42530.0,-7636.0
1º Trim 2000,F,32085.0,47609.0,-15524.0
1º Trim 2000,F,28255.0,46494.0,-18239.0
1º Trim 2000,F,34337.0,36547.0,-2210.0
2º Trim 2000,F,38001.0,31346.0,6655.0
1º Trim 2001,F,34237.0,37260.0,-3023.0
1º Trim 2001,F,27272.0,37357.0,-10085.0
1º Trim 2001,F,24783.0,42808.0,-18025.0
2º Trim 2001,F,20711.0,40690.0,-19979.0
1º Trim 2002,F,9309.0,50886.0,-41577.0
1º Trim 2002,F,11048.0,30820.0,-19772.0
1º Trim 2002,F,14453.0,18198.0,-3745.0
2º Trim 2002,F,21894.0,12613.0,9281.0
1º Trim 2003,F,25376.0,12362.0,13014.0
1º Trim 2003,F,25840.0,13768.0,12072.0
1º Trim 2003,F,31103.0,16757.0,14346.0
2º Trim 2003,F,34614.0,15955.0,18659.0
1º Trim 2004,F,33180.0,20431.0,12749.0
1º Trim 2004,F,29795.0,20320.0,9475.0
1º Trim 2004,F,34665.0,20658.0,14007.0
2º Trim 2004,F,41097.0,20017.0,21080.0
1º Trim 2005,F,43308.0,22321.0,20987.0
1º Trim 2005,F,45562.0,24463.0,21099.0
1º Trim 2005,F,48461.0,27975.0,20486.0
2º Trim 2005,F,55036.0,27797.0,27239.0
1º Trim 2006,F,48914.0,36164.0,12750.0
1º Trim 2006,F,47906.0,34423.0,13483.0
1º Trim 2006,F,47456.0,40458.0,6998.0
2º Trim 2006,F,54689.0,33654.0,21035.0
1º Trim 2007,F,57475.0,39244.0,18231.0
1º Trim 2007,F,56961.0,38733.0,18228.0
1º Trim 2007,F,54025.0,44474.0,9551.0
2º Trim 2007,F,51478.0,48491.0,2987.0
1º Trim 2008,F,50752.0,53509.0,-2757.0
1º Trim 2008,F,53317.0,47236.0,6081.0
1º Trim 2008,F,46748.0,56546.0,-9798.0
2º Trim 2008,F,44940.0,53254.0,-8314.0
1º Trim 2009,F,39702.0,58229.0,-18527.0
1º Trim 2009,F,44689.0,47150.0,-2461.0
1º Trim 2009,F,43464.0,47099.0,-3635.0
2º Trim 2009,F,42585.0,45045.0,-2460.0
1º Trim 2010,F,42095.0,45671.0,-3576.0
1º Trim 2010,F,46253.0,40001.0,6252.0
1º Trim 2010,F,46812.0,41025.0,5787.0
2º Trim 2010,F,51183.0,35994.0,15189.0
1º Trim 2011,F,50186.0,40789.0,9397.0
1º Trim 2011,F,52730.0,38888.0,13842.0
1º Trim 2011,F,50175.0,44259.0,5916.0
2º Trim 2011,F,51549.0,43852.0,7697.0
1º Trim 2012,F,42961.0,54627.0,-11666.0
1º Trim 2012,F,43791.0,48409.0,-4618.0
1º Trim 2012,F,40741.0,50909.0,-10168.0
2º Trim 2012,F,43677.0,45651.0,-1974.0
1º Trim 2013,F,44681.0,46948.0,-2267.0
1º Trim 2013,F,51084.0,41961.0,9123.0
1º Trim 2013,F,47670.0,46425.0,1245.0
2º Trim 2013,F,46039.0,44231.0,1808.0
1º Trim 2014,F,41026.0,54067.0,-13041.0
1º Trim 2014,F,45402.0,42956.0,2446.0
1º Trim 2014,F,46437.0,39551.0,6886.0
2º Trim 2014,F,48019.0,39102.0,8917.0
1º Trim 2015,F,47985.0,42649.0,5336.0
1º Trim 2015,F,56633.0,37575.0,19058.0
1º Trim 2015,F,48311.0,43048.0,5263.0
2º Trim 2015,F,38572.0,54360.0,-15788.0
1º Trim 2016,F,33650.0,67253.0,-33603.0
1º Trim 2016,F,40484.0,46334.0,-5850.0
1º Trim 2016,F,44569.0,40021.0,4548.0
2º Trim 2016,F,46582.0,38004.0,8578.0
1º Trim 2017,F,48861.0,41351.0,7510.0
1º Trim 2017,F,51541.0,37036.0,14505.0
1º Trim 2017,F,55432.0,39197.0,16235.0
2º Trim 2017,F,52839.0,41027.0,11812.0
1º Trim 2018,F,48740.0,50265.0,-1525.0
1º Trim 2018,F,46784.0,45086.0,1698.0
1º Trim 2018,F,46018.0,51286.0,-5268.0
2º Trim 2018,F,44070.0,51973.0,-7903.0
1º Trim 2019,F,49623.0,44784.0,4839.0
1º Trim 2019,F,45161.0,47475.0,-2314.0
1º Trim 2019,F,41162.0,51159.0,-9997.0
2º Trim 2019,F,33207.0,63987.0,-30780.0
1º Trim 2020,F,27969.0,61175.0,-33206.0
1º Trim 2020,F,10610.0,66920.0,-56310.0
1º Trim 2020,F,25838.0,27979.0,-2141.0
2º Trim 2020,F,39509.0,22959.0,16550.0
1º Trim 2021,F,40433.0,27984.0,12449.0
1º Trim 2021,F,40008.0,24943.0,15065.0
1º Trim 2021,F,43857.0,25464.0,18393.0
2º Trim 2021,F,44321.0,27491.0,16830.0
1º Trim 2022,F,42662.0,32734.0,9928.0
1º Trim 2022,F,47784.0,29099.0,18685.0
1º Trim 2022,F,48771.0,31676.0,17095.0
2º Trim 2022,F,47099.0,33178.0,13921.0
1º Trim 2023,F,44676.0,38610.0,6066.0
1º Trim 2023,F,46933.0,36814.0,10119.0
1º Trim 2023,F,43115.0,45285.0,-2170.0
2º Trim 2023,F,31684.0,57596.0,-25912.0
1º Trim 2024,F,25464.0,76403.0,-50939.0
1º Trim 2024,F,27537.0,48182.0,-20645.0
1º Trim 2024,F,36294.0,33511.0,2783.0
2º Trim 2024,F,34941.0,32521.0,2420.0
1º Trim 2025,F,34705.0,35393.0,-688.0
1º Trim 2025,F,34370.0,33372.0,998.0
1º Trim 1996,G,39151.0,31476.0,7675.0
1º Trim 1996,G,39736.0,30627.0,9109.0
2º Trim 1996,G,42382.0,26644.0,15738.0
1º Trim 1997,G,41157.0,30109.0,11048.0
1º Trim 1997,G,40647.0,33195.0,7452.0
1º Trim 1997,G,47274.0,37051.0,10223.0
2º Trim 1997,G,46942.0,29022.0,17920.0
1º Trim 1998,G,44175.0,31908.0,12267.0
1º Trim 1998,G,43811.0,38017.0,5794.0
1º Trim 1998,G,43109.0,39694.0,3415.0
2º Trim 1998,G,41188.0,34145.0,7043.0
1º Trim 1999,G,41624.0,41975.0,-351.0
1º Trim 1999,G,35116.0,40967.0,-5851.0
1º Trim 1999,G,29943.0,36479.0,-6536.0
2º Trim 1999,G,34546.0,30760.0,3786.0
1º Trim 2000,G,38271.0,32898.0,5373.0
1º Trim 2000,G,33106.0,38997.0,-5891.0
1º Trim 2000,G,42208.0,38014.0,4194.0
2º Trim 2000,G,42663.0,30231.0,12432.0
1º Trim 2001,G,39010.0,31888.0,7122.0
1º Trim 2001,G,32030.0,39564.0,-7534.0
1º Trim 2001,G,34274.0,46465.0,-12191.0
2º Trim 2001,G,27264.0,40364.0,-13100.0
1º Trim 2002,G,18419.0,45570.0,-27151.0
1º Trim 2002,G,18554.0,38133.0,-19579.0
1º Trim 2002,G,21647.0,31376.0,-9729.0
2º Trim 2002,G,27662.0,23910.0,3752.0
1º Trim 2003,G,32956.0,22787.0,10169.0
1º Trim 2003,G,33380.0,27527.0,5853.0
1º Trim 2003,G,42140.0,21837.0,20303.0
2º Trim 2003,G,45555.0,20639.0,24916.0
1º Trim 2004,G,43688.0,22042.0,21646.0
1º Trim 2004,G,41301.0,29934.0,11367.0
1º Trim 2004,G,58320.0,29060.0,29260.0
2º Trim 2004,G,53177.0,23121.0,30056.0
1º Trim 2005,G,48230.0,26770.0,21460.0
1º Trim 2005,G,47226.0,34668.0,12558.0
1º Trim 2005,G,45935.0,28801.0,17134.0
2º Trim 2005,G,53532.0,24995.0,28537.0
1º Trim 2006,G,52391.0,31287.0,21104.0
1º Trim 2006,G,48500.0,41857.0,6643.0
1º Trim 2006,G,49332.0,32092.0,17240.0
2º Trim 2006,G,57883.0,28180.0,29703.0
1º Trim 2007,G,62782.0,34168.0,28614.0
1º Trim 2007,G,52057.0,44990.0,7067.0
1º Trim 2007,G,55568.0,34018.0,21550.0
2º Trim 2007,G,74921.0,31635.0,43286.0
1º Trim 2008,G,69372.0,53443.0,15929.0
1º Trim 2008,G,56180.0,48065.0,8115.0
1º Trim 2008,G,51370.0,38878.0,12492.0
2º Trim 2008,G,50871.0,40543.0,10328.0
1º Trim 2009,G,45923.0,46731.0,-808.0
1º Trim 2009,G,40197.0,56253.0,-16056.0
1º Trim 2009,G,42804.0,41581.0,1223.0
2º Trim 2009,G,53455.0,35948.0,17507.0
1º Trim 2010,G,54082.0,38488.0,15594.0
1º Trim 2010,G,47934.0,51863.0,-3929.0
1º Trim 2010,G,49117.0,39096.0,10021.0
2º Trim 2010,G,58582.0,34445.0,24137.0
1º Trim 2011,G,56508.0,38742.0,17766.0
1º Trim 2011,G,49635.0,53304.0,-3669.0
1º Trim 2011,G,49391.0,39564.0,9827.0
2º Trim 2011,G,57144.0,35953.0,21191.0
1º Trim 2012,G,52134.0,44504.0,7630.0
1º Trim 2012,G,42044.0,55945.0,-13901.0
1º Trim 2012,G,44812.0,44671.0,141.0
2º Trim 2012,G,53265.0,36645.0,16620.0
1º Trim 2013,G,51623.0,41376.0,10247.0
1º Trim 2013,G,41854.0,56729.0,-14875.0
1º Trim 2013,G,43639.0,41444.0,2195.0
2º Trim 2013,G,51544.0,36994.0,14550.0
1º Trim 2014,G,48994.0,42270.0,6724.0
1º Trim 2014,G,39241.0,56875.0,-17634.0
1º Trim 2014,G,41435.0,40767.0,668.0
2º Trim 2014,G,47962.0,37546.0,10416.0
1º Trim 2015,G,50655.0,37023.0,13632.0
1º Trim 2015,G,44283.0,49270.0,-4987.0
1º Trim 2015,G,45216.0,38147.0,7069.0
2º Trim 2015,G,48869.0,36397.0,12472.0
1º Trim 2016,G,50803.0,38075.0,12728.0
1º Trim 2016,G,42332.0,55353.0,-13021.0
1º Trim 2016,G,42115.0,40285.0,1830.0
2º Trim 2016,G,49159.0,36953.0,12206.0
1º Trim 2017,G,51836.0,42991.0,8845.0
1º Trim 2017,G,43531.0,54008.0,-10477.0
1º Trim 2017,G,46054.0,40525.0,5529.0
2º Trim 2017,G,54393.0,38459.0,15934.0
1º Trim 2018,G,52873.0,42338.0,10535.0
1º Trim 2018,G,42411.0,57752.0,-15341.0
1º Trim 2018,G,57467.0,67068.0,-9601.0
2º Trim 2018,G,38612.0,49525.0,-10913.0
1º Trim 2019,G,44363.0,47103.0,-2740.0
1º Trim 2019,G,36993.0,57848.0,-20855.0
1º Trim 2019,G,36548.0,42140.0,-5592.0
2º Trim 2019,G,38536.0,41793.0,-3257.0
1º Trim 2020,G,43842.0,39339.0,4503.0
1º Trim 2020,G,20867.0,53027.0,-32160.0
1º Trim 2020,G,26856.0,30250.0,-3394.0
2º Trim 2020,G,35202.0,30188.0,5014.0
1º Trim 2021,G,43025.0,31294.0,11731.0
1º Trim 2021,G,34669.0,38074.0,-3405.0
1º Trim 2021,G,35795.0,32395.0,3400.0
2º Trim 2021,G,49173.0,29174.0,19999.0
1º Trim 2022,G,57568.0,29108.0,28460.0
1º Trim 2022,G,50259.0,43023.0,7236.0
1º Trim 2022,G,51883.0,35352.0,16531.0
2º Trim 2022,G,56915.0,34945.0,21970.0
1º Trim 2023,G,60664.0,35730.0,24934.0
1º Trim 2023,G,53020.0,50128.0,2892.0
1º Trim 2023,G,54024.0,38582.0,15442.0
2º Trim 2023,G,50387.0,39255.0,11132.0
1º Trim 2024,G,45915.0,44006.0,1909.0
1º Trim 2024,G,39419.0,55387.0,-15968.0
1º Trim 2024,G,45063.0,37430.0,7633.0
2º Trim 2024,G,55979.0,35393.0,20586.0
1º Trim 2025,G,52482.0,40107.0,12375.0
1º Trim 2025,G,46887.0,54875.0,-7988.0
1º Trim 1996,H,9996.0,14807.0,-4811.0
1º Trim 1996,H,9588.0,6764.0,2824.0
2º Trim 1996,H,10789.0,7479.0,3310.0
1º Trim 1997,H,15199.0,9410.0,5789.0
1º Trim 1997,H,8941.0,14924.0,-5983.0
1º Trim 1997,H,10716.0,6390.0,4326.0
2º Trim 1997,H,11972.0,7185.0,4787.0
1º Trim 1998,H,16517.0,9772.0,6745.0
1º Trim 1998,H,8786.0,16692.0,-7906.0
1º Trim 1998,H,11259.0,8103.0,3156.0
2º Trim 1998,H,11841.0,8878.0,2963.0
1º Trim 1999,H,14666.0,13137.0,1529.0
1º Trim 1999,H,8444.0,15497.0,-7053.0
1º Trim 1999,H,10645.0,8202.0,2443.0
2º Trim 1999,H,10250.0,8828.0,1422.0
1º Trim 2000,H,13885.0,9439.0,4446.0
1º Trim 2000,H,8717.0,14297.0,-5580.0
1º Trim 2000,H,10294.0,7797.0,2497.0
2º Trim 2000,H,10558.0,7784.0,2774.0
1º Trim 2001,H,12957.0,10674.0,2283.0
1º Trim 2001,H,9163.0,14780.0,-5617.0
1º Trim 2001,H,7897.0,9336.0,-1439.0
2º Trim 2001,H,7533.0,9954.0,-2421.0
1º Trim 2002,H,7139.0,12516.0,-5377.0
1º Trim 2002,H,5905.0,10805.0,-4900.0
1º Trim 2002,H,7481.0,6278.0,1203.0
2º Trim 2002,H,8924.0,6312.0,2612.0
1º Trim 2003,H,12708.0,7610.0,5098.0
1º Trim 2003,H,8354.0,11389.0,-3035.0
1º Trim 2003,H,11277.0,5486.0,5791.0
2º Trim 2003,H,12663.0,6875.0,5788.0
1º Trim 2004,H,15290.0,7544.0,7746.0
1º Trim 2004,H,10200.0,13403.0,-3203.0
1º Trim 2004,H,15865.0,5912.0,9953.0
2º Trim 2004,H,14981.0,7148.0,7833.0
1º Trim 2005,H,20158.0,9493.0,10665.0
1º Trim 2005,H,14005.0,18001.0,-3996.0
1º Trim 2005,H,15197.0,7532.0,7665.0
2º Trim 2005,H,18313.0,8033.0,10280.0
1º Trim 2006,H,22370.0,11107.0,11263.0
1º Trim 2006,H,14275.0,20951.0,-6676.0
1º Trim 2006,H,15234.0,8767.0,6467.0
2º Trim 2006,H,20200.0,9878.0,10322.0
1º Trim 2007,H,23818.0,12728.0,11090.0
1º Trim 2007,H,14708.0,23524.0,-8816.0
1º Trim 2007,H,15781.0,10065.0,5716.0
2º Trim 2007,H,20747.0,10659.0,10088.0
1º Trim 2008,H,26738.0,13422.0,13316.0
1º Trim 2008,H,16697.0,27164.0,-10467.0
1º Trim 2008,H,17093.0,11678.0,5415.0
2º Trim 2008,H,19875.0,11749.0,8126.0
1º Trim 2009,H,23149.0,16717.0,6432.0
1º Trim 2009,H,13785.0,29256.0,-15471.0
1º Trim 2009,H,12367.0,13855.0,-1488.0
2º Trim 2009,H,21283.0,10654.0,10629.0
1º Trim 2010,H,25931.0,14819.0,11112.0
1º Trim 2010,H,14070.0,27527.0,-13457.0
1º Trim 2010,H,16387.0,12315.0,4072.0
2º Trim 2010,H,20320.0,12181.0,8139.0
1º Trim 2011,H,27480.0,14491.0,12989.0
1º Trim 2011,H,13362.0,28888.0,-15526.0
1º Trim 2011,H,17146.0,12478.0,4668.0
2º Trim 2011,H,21648.0,12218.0,9430.0
1º Trim 2012,H,27184.0,14793.0,12391.0
1º Trim 2012,H,12885.0,29707.0,-16822.0
1º Trim 2012,H,15577.0,12925.0,2652.0
2º Trim 2012,H,22420.0,12266.0,10154.0
1º Trim 2013,H,29534.0,15613.0,13921.0
1º Trim 2013,H,12737.0,34036.0,-21299.0
1º Trim 2013,H,15948.0,12956.0,2992.0
2º Trim 2013,H,21933.0,12705.0,9228.0
1º Trim 2014,H,29546.0,15878.0,13668.0
1º Trim 2014,H,14148.0,34148.0,-20000.0
1º Trim 2014,H,15654.0,14239.0,1415.0
2º Trim 2014,H,23141.0,13756.0,9385.0
1º Trim 2015,H,31516.0,14488.0,17028.0
1º Trim 2015,H,14554.0,33648.0,-19094.0
1º Trim 2015,H,16573.0,13155.0,3418.0
2º Trim 2015,H,21904.0,13328.0,8576.0
1º Trim 2016,H,28516.0,15970.0,12546.0
1º Trim 2016,H,13585.0,33933.0,-20348.0
1º Trim 2016,H,15824.0,15227.0,597.0
2º Trim 2016,H,23860.0,13027.0,10833.0
1º Trim 2017,H,30822.0,16406.0,14416.0
1º Trim 2017,H,15640.0,34020.0,-18380.0
1º Trim 2017,H,18592.0,14600.0,3992.0
2º Trim 2017,H,25606.0,14771.0,10835.0
1º Trim 2018,H,29931.0,17545.0,12386.0
1º Trim 2018,H,15122.0,35608.0,-20486.0
1º Trim 2018,H,17149.0,17228.0,-79.0
2º Trim 2018,H,22689.0,16227.0,6462.0
1º Trim 2019,H,29493.0,18319.0,11174.0
1º Trim 2019,H,13243.0,35877.0,-22634.0
1º Trim 2019,H,16391.0,15534.0,857.0
2º Trim 2019,H,20753.0,15080.0,5673.0
1º Trim 2020,H,28240.0,17582.0,10658.0
1º Trim 2020,H,2499.0,49088.0,-46589.0
1º Trim 2020,H,3474.0,15320.0,-11846.0
2º Trim 2020,H,10478.0,13531.0,-3053.0
1º Trim 2021,H,21036.0,15750.0,5286.0
1º Trim 2021,H,7060.0,26888.0,-19828.0
1º Trim 2021,H,14130.0,9718.0,4412.0
2º Trim 2021,H,31742.0,8324.0,23418.0
1º Trim 2022,H,37719.0,11030.0,26689.0
1º Trim 2022,H,23610.0,27657.0,-4047.0
1º Trim 2022,H,28367.0,12499.0,15868.0
2º Trim 2022,H,30815.0,14627.0,16188.0
1º Trim 2023,H,37164.0,16615.0,20549.0
1º Trim 2023,H,20848.0,34416.0,-13568.0
1º Trim 2023,H,22416.0,17758.0,4658.0
2º Trim 2023,H,25006.0,16511.0,8495.0
1º Trim 2024,H,26893.0,20182.0,6711.0
1º Trim 2024,H,13663.0,36768.0,-23105.0
1º Trim 2024,H,17200.0,17849.0,-649.0
2º Trim 2024,H,25332.0,16582.0,8750.0
1º Trim 2025,H,28507.0,18601.0,9906.0
1º Trim 2025,H,15839.0,35164.0,-19325.0
1º Trim 1996,I,16356.0,11695.0,4661.0
1º Trim 1996,I,18483.0,12443.0,6040.0
2º Trim 1996,I,15364.0,11322.0,4042.0
1º Trim 1997,I,19783.0,13535.0,6248.0
1º Trim 1997,I,20304.0,12542.0,7762.0
1º Trim 1997,I,38685.0,14480.0,24205.0
2º Trim 1997,I,24040.0,12624.0,11416.0
1º Trim 1998,I,20032.0,21176.0,-1144.0
1º Trim 1998,I,20028.0,15968.0,4060.0
1º Trim 1998,I,24076.0,18150.0,5926.0
2º Trim 1998,I,20914.0,16821.0,4093.0
1º Trim 1999,I,21375.0,21741.0,-366.0
1º Trim 1999,I,17102.0,17994.0,-892.0
1º Trim 1999,I,16844.0,17971.0,-1127.0
2º Trim 1999,I,23627.0,16876.0,6751.0
1º Trim 2000,I,19660.0,22239.0,-2579.0
1º Trim 2000,I,16258.0,18555.0,-2297.0
1º Trim 2000,I,20631.0,18033.0,2598.0
2º Trim 2000,I,18723.0,20580.0,-1857.0
1º Trim 2001,I,17647.0,16587.0,1060.0
1º Trim 2001,I,16114.0,19420.0,-3306.0
1º Trim 2001,I,13345.0,20993.0,-7648.0
2º Trim 2001,I,14227.0,21607.0,-7380.0
1º Trim 2002,I,11554.0,22687.0,-11133.0
1º Trim 2002,I,10317.0,18525.0,-8208.0
1º Trim 2002,I,11598.0,15953.0,-4355.0
2º Trim 2002,I,13858.0,13861.0,-3.0
1º Trim 2003,I,15822.0,12104.0,3718.0
1º Trim 2003,I,15939.0,12376.0,3563.0
1º Trim 2003,I,16485.0,14097.0,2388.0
2º Trim 2003,I,18916.0,12124.0,6792.0
1º Trim 2004,I,18752.0,22194.0,-3442.0
1º Trim 2004,I,20003.0,12865.0,7138.0
1º Trim 2004,I,22207.0,11493.0,10714.0
2º Trim 2004,I,19991.0,11580.0,8411.0
1º Trim 2005,I,23206.0,12940.0,10266.0
1º Trim 2005,I,22160.0,12579.0,9581.0
1º Trim 2005,I,22592.0,13671.0,8921.0
2º Trim 2005,I,23525.0,14726.0,8799.0
1º Trim 2006,I,23692.0,13470.0,10222.0
1º Trim 2006,I,23429.0,15655.0,7774.0
1º Trim 2006,I,23158.0,15879.0,7279.0
2º Trim 2006,I,24523.0,14671.0,9852.0
1º Trim 2007,I,26776.0,15356.0,11420.0
1º Trim 2007,I,25040.0,17072.0,7968.0
1º Trim 2007,I,29060.0,19200.0,9860.0
2º Trim 2007,I,26252.0,15209.0,11043.0
1º Trim 2008,I,26072.0,16161.0,9911.0
1º Trim 2008,I,24806.0,17621.0,7185.0
1º Trim 2008,I,23394.0,16743.0,6651.0
2º Trim 2008,I,22740.0,20087.0,2653.0
1º Trim 2009,I,22813.0,24927.0,-2114.0
1º Trim 2009,I,18577.0,22261.0,-3684.0
1º Trim 2009,I,18826.0,19880.0,-1054.0
2º Trim 2009,I,21235.0,16643.0,4592.0
1º Trim 2010,I,21562.0,16957.0,4605.0
1º Trim 2010,I,20908.0,18002.0,2906.0
1º Trim 2010,I,20611.0,16063.0,4548.0
2º Trim 2010,I,22303.0,15473.0,6830.0
1º Trim 2011,I,25301.0,16246.0,9055.0
1º Trim 2011,I,23617.0,18384.0,5233.0
1º Trim 2011,I,22351.0,16488.0,5863.0
2º Trim 2011,I,22881.0,16813.0,6068.0
1º Trim 2012,I,21690.0,16845.0,4845.0
1º Trim 2012,I,21913.0,22197.0,-284.0
1º Trim 2012,I,20152.0,18624.0,1528.0
2º Trim 2012,I,21487.0,16975.0,4512.0
1º Trim 2013,I,19569.0,17481.0,2088.0
1º Trim 2013,I,18835.0,19397.0,-562.0
1º Trim 2013,I,22706.0,18708.0,3998.0
2º Trim 2013,I,20145.0,17723.0,2422.0
1º Trim 2014,I,20359.0,18094.0,2265.0
1º Trim 2014,I,19891.0,21514.0,-1623.0
1º Trim 2014,I,18826.0,16937.0,1889.0
2º Trim 2014,I,20475.0,16988.0,3487.0
1º Trim 2015,I,21766.0,17648.0,4118.0
1º Trim 2015,I,21949.0,18333.0,3616.0
1º Trim 2015,I,20496.0,15700.0,4796.0
2º Trim 2015,I,19349.0,15635.0,3714.0
1º Trim 2016,I,19566.0,17001.0,2565.0
1º Trim 2016,I,16696.0,21769.0,-5073.0
1º Trim 2016,I,18561.0,18987.0,-426.0
2º Trim 2016,I,21501.0,18248.0,3253.0
1º Trim 2017,I,20144.0,18046.0,2098.0
1º Trim 2017,I,17278.0,21443.0,-4165.0
1º Trim 2017,I,22769.0,18289.0,4480.0
2º Trim 2017,I,22877.0,17820.0,5057.0
1º Trim 2018,I,36097.0,34342.0,1755.0
1º Trim 2018,I,23403.0,28437.0,-5034.0
1º Trim 2018,I,32171.0,38789.0,-6618.0
2º Trim 2018,I,17000.0,21922.0,-4922.0
1º Trim 2019,I,19451.0,21421.0,-1970.0
1º Trim 2019,I,16721.0,23750.0,-7029.0
1º Trim 2019,I,14599.0,17715.0,-3116.0
2º Trim 2019,I,16526.0,17380.0,-854.0
1º Trim 2020,I,15400.0,17614.0,-2214.0
1º Trim 2020,I,11177.0,25236.0,-14059.0
1º Trim 2020,I,11392.0,14699.0,-3307.0
2º Trim 2020,I,13701.0,15042.0,-1341.0
1º Trim 2021,I,18054.0,16738.0,1316.0
1º Trim 2021,I,13796.0,16694.0,-2898.0
1º Trim 2021,I,14047.0,15171.0,-1124.0
2º Trim 2021,I,29193.0,16527.0,12666.0
1º Trim 2022,I,19840.0,22036.0,-2196.0
1º Trim 2022,I,16486.0,17196.0,-710.0
1º Trim 2022,I,17127.0,13573.0,3554.0
2º Trim 2022,I,18677.0,15352.0,3325.0
1º Trim 2023,I,20196.0,16710.0,3486.0
1º Trim 2023,I,15479.0,18904.0,-3425.0
1º Trim 2023,I,17280.0,13897.0,3383.0
2º Trim 2023,I,15197.0,15967.0,-770.0
1º Trim 2024,I,22701.0,25214.0,-2513.0
1º Trim 2024,I,12962.0,22375.0,-9413.0
1º Trim 2024,I,15338.0,14938.0,400.0
2º Trim 2024,I,17215.0,16332.0,883.0
1º Trim 2025,I,17104.0,18040.0,-936.0
1º Trim 2025,I,17262.0,22407.0,-5145.0
1º Trim 1996,J,7979.0,4267.0,3712.0
1º Trim 1996,J,8406.0,5966.0,2440.0
2º Trim 1996,J,5999.0,3934.0,2065.0
1º Trim 1997,J,5528.0,4162.0,1366.0
1º Trim 1997,J,7928.0,2814.0,5114.0
1º Trim 1997,J,6294.0,4785.0,1509.0
2º Trim 1997,J,7813.0,4306.0,3507.0
1º Trim 1998,J,10106.0,7156.0,2950.0
1º Trim 1998,J,10401.0,8546.0,1855.0
1º Trim 1998,J,8720.0,7586.0,1134.0
2º Trim 1998,J,6040.0,5938.0,102.0
1º Trim 1999,J,8246.0,5797.0,2449.0
1º Trim 1999,J,5987.0,5637.0,350.0
1º Trim 1999,J,3640.0,4984.0,-1344.0
2º Trim 1999,J,4628.0,5297.0,-669.0
1º Trim 2000,J,4002.0,5879.0,-1877.0
1º Trim 2000,J,3693.0,4306.0,-613.0
1º Trim 2000,J,6138.0,4396.0,1742.0
2º Trim 2000,J,5787.0,4981.0,806.0
1º Trim 2001,J,4125.0,7430.0,-3305.0
1º Trim 2001,J,3121.0,4471.0,-1350.0
1º Trim 2001,J,2323.0,6605.0,-4282.0
2º Trim 2001,J,3341.0,5320.0,-1979.0
1º Trim 2002,J,1207.0,6235.0,-5028.0
1º Trim 2002,J,5084.0,6398.0,-1314.0
