Sector,Período,Empleo
1,1º Trim 1996,227843.0
1,2º Trim 1996,229526.0
1,3º Trim 1996,224221.0
1,4º Trim 1996,230546.0
1,1º Trim 1997,251365.0
1,2º Trim 1997,249468.0
1,3º Trim 1997,237281.0
1,4º Trim 1997,242218.0
1,1º Trim 1998,262321.0
1,2º Trim 1998,247661.0
1,3º Trim 1998,242090.0
1,4º Trim 1998,244182.0
1,1º Trim 1999,259906.0
1,2º Trim 1999,244760.0
1,3º Trim 1999,235163.0
1,4º Trim 1999,236078.0
1,1º Trim 2000,249676.0
1,2º Trim 2000,239283.0
1,3º Trim 2000,235469.0
1,4º Trim 2000,235540.0
1,1º Trim 2001,250166.0
1,2º Trim 2001,243627.0
1,3º Trim 2001,229163.0
1,4º Trim 2001,221115.0
1,1º Trim 2002,229320.0
1,2º Trim 2002,223978.0
1,3º Trim 2002,218738.0
1,4º Trim 2002,218943.0
1,1º Trim 2003,238210.0
1,2º Trim 2003,239450.0
1,3º Trim 2003,237369.0
1,4º Trim 2003,239141.0
1,1º Trim 2004,261784.0
1,2º Trim 2004,263589.0
1,3º Trim 2004,260349.0
1,4º Trim 2004,264148.0
1,1º Trim 2005,288032.0
1,2º Trim 2005,289567.0
1,3º Trim 2005,282218.0
1,4º Trim 2005,286512.0
1,1º Trim 2006,308796.0
1,2º Trim 2006,304662.0
1,3º Trim 2006,295448.0
1,4º Trim 2006,301971.0
1,1º Trim 2007,321940.0
1,2º Trim 2007,317517.0
1,3º Trim 2007,306298.0
1,4º Trim 2007,319304.0
1,1º Trim 2008,336470.0
1,2º Trim 2008,338493.0
1,3º Trim 2008,323992.0
1,4º Trim 2008,335638.0
1,1º Trim 2009,340873.0
1,2º Trim 2009,326396.0
1,3º Trim 2009,314917.0
1,4º Trim 2009,328176.0
1,1º Trim 2010,336033.0
1,2º Trim 2010,328623.0
1,3º Trim 2010,313490.0
1,4º Trim 2010,328651.0
1,1º Trim 2011,347174.0
1,2º Trim 2011,346629.0
1,3º Trim 2011,329568.0
1,4º Trim 2011,341379.0
1,1º Trim 2012,347353.0
1,2º Trim 2012,336399.0
1,3º Trim 2012,324609.0
1,4º Trim 2012,334380.0
1,1º Trim 2013,352235.0
1,2º Trim 2013,344279.0
1,3º Trim 2013,322302.0
1,4º Trim 2013,323347.0
1,1º Trim 2014,340541.0
1,2º Trim 2014,333747.0
1,3º Trim 2014,329433.0
1,4º Trim 2014,339846.0
1,1º Trim 2015,353761.0
1,2º Trim 2015,341907.0
1,3º Trim 2015,327186.0
1,4º Trim 2015,326850.0
1,1º Trim 2016,339632.0
1,2º Trim 2016,329104.0
1,3º Trim 2016,325373.0
1,4º Trim 2016,338476.0
1,1º Trim 2017,350604.0
1,2º Trim 2017,335865.0
1,3º Trim 2017,329037.0
1,4º Trim 2017,339969.0
1,1º Trim 2018,353849.0
1,2º Trim 2018,340082.0
1,3º Trim 2018,336966.0
1,4º Trim 2018,350592.0
1,1º Trim 2019,358330.0
1,2º Trim 2019,350500.0
1,3º Trim 2019,341134.0
1,4º Trim 2019,344385.0
1,1º Trim 2020,354439.0
1,2º Trim 2020,339987.0
1,3º Trim 2020,331360.0
1,4º Trim 2020,332950.0
1,1º Trim 2021,350498.0
1,2º Trim 2021,347060.0
1,3º Trim 2021,339992.0
1,4º Trim 2021,337776.0
1,1º Trim 2022,350188.0
1,2º Trim 2022,338886.0
1,3º Trim 2022,329465.0
1,4º Trim 2022,328676.0
1,1º Trim 2023,344491.0
1,2º Trim 2023,334075.0
1,3º Trim 2023,328981.0
1,4º Trim 2023,325964.0
1,1º Trim 2024,348341.0
1,2º Trim 2024,345305.0
2,1º Trim 1996,6405.0
2,2º Trim 1996,6878.0
2,3º Trim 1996,7495.0
2,4º Trim 1996,7757.0
2,1º Trim 1997,7890.0
2,2º Trim 1997,8327.0
2,3º Trim 1997,8519.0
2,4º Trim 1997,8795.0
2,1º Trim 1998,8778.0
2,2º Trim 1998,9339.0
2,3º Trim 1998,9850.0
2,4º Trim 1998,9661.0
2,1º Trim 1999,9339.0
2,2º Trim 1999,9651.0
2,3º Trim 1999,9808.0
2,4º Trim 1999,9344.0
2,1º Trim 2000,9230.0
2,2º Trim 2000,10213.0
2,3º Trim 2000,10044.0
2,4º Trim 2000,9635.0
2,1º Trim 2001,9288.0
2,2º Trim 2001,9955.0
2,3º Trim 2001,9460.0
2,4º Trim 2001,8603.0
2,1º Trim 2002,7593.0
2,2º Trim 2002,7588.0
2,3º Trim 2002,7862.0
2,4º Trim 2002,8046.0
2,1º Trim 2003,8017.0
2,2º Trim 2003,8375.0
2,3º Trim 2003,8680.0
2,4º Trim 2003,8759.0
2,1º Trim 2004,8856.0
2,2º Trim 2004,9445.0
2,3º Trim 2004,9695.0
2,4º Trim 2004,9360.0
2,1º Trim 2005,9116.0
2,2º Trim 2005,9647.0
2,3º Trim 2005,9788.0
2,4º Trim 2005,9813.0
2,1º Trim 2006,9863.0
2,2º Trim 2006,10688.0
2,3º Trim 2006,10814.0
2,4º Trim 2006,10683.0
2,1º Trim 2007,10722.0
2,2º Trim 2007,11011.0
2,3º Trim 2007,11222.0
2,4º Trim 2007,11158.0
2,1º Trim 2008,11362.0
2,2º Trim 2008,11866.0
2,3º Trim 2008,11804.0
2,4º Trim 2008,11283.0
2,1º Trim 2009,10948.0
2,2º Trim 2009,10975.0
2,3º Trim 2009,11294.0
2,4º Trim 2009,10867.0
2,1º Trim 2010,10311.0
2,2º Trim 2010,10341.0
2,3º Trim 2010,10160.0
2,4º Trim 2010,9990.0
2,1º Trim 2011,10202.0
2,2º Trim 2011,10422.0
2,3º Trim 2011,10439.0
2,4º Trim 2011,10467.0
2,1º Trim 2012,10319.0
2,2º Trim 2012,10275.0
2,3º Trim 2012,10199.0
2,4º Trim 2012,9855.0
2,1º Trim 2013,9612.0
2,2º Trim 2013,9438.0
2,3º Trim 2013,9197.0
2,4º Trim 2013,9077.0
2,1º Trim 2014,8885.0
2,2º Trim 2014,8839.0
2,3º Trim 2014,8600.0
2,4º Trim 2014,8533.0
2,1º Trim 2015,8653.0
2,2º Trim 2015,8913.0
2,3º Trim 2015,8684.0
2,4º Trim 2015,8578.0
2,1º Trim 2016,8497.0
2,2º Trim 2016,8203.0
2,3º Trim 2016,7917.0
2,4º Trim 2016,7867.0
2,1º Trim 2017,7799.0
2,2º Trim 2017,7878.0
2,3º Trim 2017,7834.0
2,4º Trim 2017,7811.0
2,1º Trim 2018,7882.0
2,2º Trim 2018,7855.0
2,3º Trim 2018,7773.0
2,4º Trim 2018,7859.0
2,1º Trim 2019,7979.0
2,2º Trim 2019,7832.0
2,3º Trim 2019,7714.0
2,4º Trim 2019,7543.0
2,1º Trim 2020,7525.0
2,2º Trim 2020,7252.0
2,3º Trim 2020,7147.0
2,4º Trim 2020,7142.0
2,1º Trim 2021,7349.0
2,2º Trim 2021,7615.0
2,3º Trim 2021,7776.0
2,4º Trim 2021,7971.0
2,1º Trim 2022,7856.0
2,2º Trim 2022,7814.0
2,3º Trim 2022,7773.0
2,4º Trim 2022,7857.0
2,1º Trim 2023,7829.0
2,2º Trim 2023,7800.0
2,3º Trim 2023,7563.0
2,4º Trim 2023,7384.0
2,1º Trim 2024,7363.0
2,2º Trim 2024,7494.0
5,1º Trim 1996,8115.0
5,2º Trim 1996,9254.0
5,3º Trim 1996,9454.0
5,4º Trim 1996,8727.0
5,1º Trim 1997,9725.0
5,2º Trim 1997,10476.0
5,3º Trim 1997,10049.0
5,4º Trim 1997,9002.0
5,1º Trim 1998,9893.0
5,2º Trim 1998,10630.0
5,3º Trim 1998,9581.0
5,4º Trim 1998,8833.0
5,1º Trim 1999,9416.0
5,2º Trim 1999,9515.0
5,3º Trim 1999,8685.0
5,4º Trim 1999,8506.0
5,1º Trim 2000,9010.0
5,2º Trim 2000,8690.0
5,3º Trim 2000,8643.0
5,4º Trim 2000,9003.0
5,1º Trim 2001,9980.0
5,2º Trim 2001,10566.0
5,3º Trim 2001,10144.0
5,4º Trim 2001,10275.0
5,1º Trim 2002,11363.0
5,2º Trim 2002,12716.0
5,3º Trim 2002,12453.0
5,4º Trim 2002,12539.0
5,1º Trim 2003,13607.0
5,2º Trim 2003,14589.0
5,3º Trim 2003,13186.0
5,4º Trim 2003,13578.0
5,1º Trim 2004,15119.0
5,2º Trim 2004,15599.0
5,3º Trim 2004,14092.0
5,4º Trim 2004,13887.0
5,1º Trim 2005,15153.0
5,2º Trim 2005,15546.0
5,3º Trim 2005,13904.0
5,4º Trim 2005,14865.0
5,1º Trim 2006,16012.0
5,2º Trim 2006,16828.0
5,3º Trim 2006,15243.0
5,4º Trim 2006,14923.0
5,1º Trim 2007,15929.0
5,2º Trim 2007,16621.0
5,3º Trim 2007,15145.0
5,4º Trim 2007,14318.0
5,1º Trim 2008,14625.0
5,2º Trim 2008,15642.0
5,3º Trim 2008,14833.0
5,4º Trim 2008,13846.0
5,1º Trim 2009,14129.0
5,2º Trim 2009,14401.0
5,3º Trim 2009,13729.0
5,4º Trim 2009,13153.0
5,1º Trim 2010,13749.0
5,2º Trim 2010,13524.0
5,3º Trim 2010,14112.0
5,4º Trim 2010,13247.0
5,1º Trim 2011,14239.0
5,2º Trim 2011,14351.0
5,3º Trim 2011,14392.0
5,4º Trim 2011,13698.0
5,1º Trim 2012,13813.0
5,2º Trim 2012,13505.0
5,3º Trim 2012,12761.0
5,4º Trim 2012,12487.0
5,1º Trim 2013,12648.0
5,2º Trim 2013,13082.0
5,3º Trim 2013,12805.0
5,4º Trim 2013,12931.0
5,1º Trim 2014,12469.0
5,2º Trim 2014,12981.0
5,3º Trim 2014,12785.0
5,4º Trim 2014,12621.0
5,1º Trim 2015,12664.0
5,2º Trim 2015,13072.0
5,3º Trim 2015,12617.0
5,4º Trim 2015,12577.0
5,1º Trim 2016,12659.0
5,2º Trim 2016,12001.0
5,3º Trim 2016,11743.0
5,4º Trim 2016,11574.0
5,1º Trim 2017,11969.0
5,2º Trim 2017,12029.0
5,3º Trim 2017,12137.0
5,4º Trim 2017,11838.0
5,1º Trim 2018,12259.0
5,2º Trim 2018,11984.0
5,3º Trim 2018,12464.0
5,4º Trim 2018,12451.0
5,1º Trim 2019,12962.0
5,2º Trim 2019,11864.0
5,3º Trim 2019,12522.0
5,4º Trim 2019,11887.0
5,1º Trim 2020,12455.0
5,2º Trim 2020,11815.0
5,3º Trim 2020,12186.0
5,4º Trim 2020,11826.0
5,1º Trim 2021,13076.0
5,2º Trim 2021,12743.0
5,3º Trim 2021,13151.0
5,4º Trim 2021,11810.0
5,1º Trim 2022,13138.0
5,2º Trim 2022,12998.0
5,3º Trim 2022,12784.0
5,4º Trim 2022,11637.0
5,1º Trim 2023,12994.0
5,2º Trim 2023,12641.0
5,3º Trim 2023,13260.0
5,4º Trim 2023,11638.0
5,1º Trim 2024,13336.0
5,2º Trim 2024,13070.0
11,1º Trim 1996,23003.0
11,2º Trim 1996,23626.0
11,3º Trim 1996,23915.0
11,4º Trim 1996,25566.0
11,1º Trim 1997,25565.0
11,2º Trim 1997,26368.0
11,3º Trim 1997,26317.0
11,4º Trim 1997,26024.0
11,1º Trim 1998,26974.0
11,2º Trim 1998,27192.0
11,3º Trim 1998,27005.0
11,4º Trim 1998,25420.0
11,1º Trim 1999,23926.0
11,2º Trim 1999,23847.0
11,3º Trim 1999,24352.0
11,4º Trim 1999,24941.0
11,1º Trim 2000,25956.0
11,2º Trim 2000,26602.0
11,3º Trim 2000,26776.0
11,4º Trim 2000,26509.0
11,1º Trim 2001,27723.0
11,2º Trim 2001,28437.0
11,3º Trim 2001,27779.0
11,4º Trim 2001,27429.0
11,1º Trim 2002,26847.0
11,2º Trim 2002,26469.0
11,3º Trim 2002,26495.0
11,4º Trim 2002,27217.0
11,1º Trim 2003,28185.0
11,2º Trim 2003,29333.0
11,3º Trim 2003,30189.0
11,4º Trim 2003,30866.0
11,1º Trim 2004,32307.0
11,2º Trim 2004,32926.0
11,3º Trim 2004,33783.0
11,4º Trim 2004,34984.0
11,1º Trim 2005,36037.0
11,2º Trim 2005,37658.0
11,3º Trim 2005,38090.0
11,4º Trim 2005,38841.0
11,1º Trim 2006,40417.0
